Time (sec),X,Y
3.870833,0.303600,0.210000
3.875000,0.303600,0.208200
3.879167,0.303600,0.204600
3.883333,0.303600,0.201600
3.887500,0.303000,0.198600
3.891667,0.303000,0.196200
3.895833,0.301800,0.193200
3.900000,0.300600,0.190200
3.904167,0.300600,0.188400
3.908333,0.300600,0.186600
3.912500,0.300000,0.183600
3.916667,0.300000,0.181200
3.920833,0.301200,0.178800
3.925000,0.301200,0.175200
3.929167,0.301800,0.172200
3.933333,0.301200,0.167400
3.937500,0.301200,0.164400
3.941667,0.300000,0.162000
3.945833,0.298800,0.159000
3.950000,0.297600,0.156600
3.954167,0.297600,0.154200
3.958333,0.297000,0.152400
3.962500,0.297600,0.150000
3.966667,0.298200,0.147000
3.970833,0.298800,0.144600
3.975000,0.298200,0.142200
3.979167,0.298200,0.139200
3.983333,0.298200,0.135600
3.987500,0.297600,0.133200
3.991667,0.297000,0.129600
3.995833,0.297000,0.127800
4.000000,0.297000,0.124800
4.004167,0.297000,0.123000
4.008333,0.296400,0.120600
4.012500,0.295200,0.118800
4.016667,0.295800,0.117600
4.020833,0.295800,0.115800
4.025000,0.295800,0.114000
4.029167,0.295800,0.112200
4.033333,0.296400,0.109800
4.037500,0.297000,0.106800
4.041667,0.297600,0.104400
4.045833,0.297000,0.102000
4.050000,0.295800,0.099600
4.054167,0.295800,0.097800
4.058333,0.295200,0.096000
4.062500,0.294600,0.096000
4.066667,0.294600,0.095400
4.070833,0.294600,0.093600
4.075000,0.295200,0.092400
4.079167,0.295200,0.090600
4.083333,0.295800,0.088800
4.087500,0.295800,0.086400
4.091667,0.295200,0.085200
4.095833,0.295200,0.084000
4.100000,0.295200,0.084000
4.104167,0.294600,0.084600
4.108333,0.294600,0.085800
4.112500,0.294600,0.088200
4.116667,0.294000,0.091800
4.120833,0.294000,0.095400
4.125000,0.295200,0.099600
4.129167,0.295200,0.103200
4.133333,0.295800,0.106800
4.137500,0.296400,0.111000
4.141667,0.297600,0.114000
4.145833,0.298200,0.117000
4.150000,0.298200,0.120000
4.154167,0.298800,0.123000
4.158333,0.298800,0.125400
4.162500,0.298800,0.127800
4.166667,0.298800,0.131400
4.170833,0.297600,0.134400
4.175000,0.298200,0.137400
4.179167,0.297600,0.140400
4.183333,0.298200,0.143400
4.187500,0.298800,0.145800
4.191667,0.299400,0.148200
4.195833,0.300000,0.150600
4.200000,0.300000,0.151800
4.204167,0.300600,0.153000
4.208333,0.300600,0.153600
4.212500,0.300600,0.155400
4.216667,0.300600,0.157200
4.220833,0.301200,0.158400
4.225000,0.301200,0.159600
4.229167,0.301800,0.160800
4.233333,0.301200,0.161400
4.237500,0.300600,0.162600
4.241667,0.301200,0.164400
4.245833,0.301200,0.166200
4.250000,0.301200,0.168600
4.254167,0.301800,0.170400
4.258333,0.302400,0.172200
4.262500,0.303000,0.174000
4.266667,0.303600,0.176400
4.270833,0.304200,0.178200
4.275000,0.304200,0.179400
4.279167,0.304800,0.181200
4.283333,0.304800,0.183600
4.287500,0.305400,0.186000
4.291667,0.304800,0.188400
4.295833,0.304800,0.192000
4.300000,0.304200,0.194400
4.304167,0.303600,0.197400
4.308333,0.303600,0.201600
4.312500,0.304200,0.204600
4.316667,0.304800,0.207600
4.320833,0.304800,0.210600
4.325000,0.305400,0.212400
4.329167,0.306000,0.215400
4.333333,0.306600,0.217800
4.337500,0.306600,0.219600
4.341667,0.307200,0.220800
4.345833,0.307200,0.222600
4.350000,0.307200,0.224400
4.354167,0.308400,0.226200
4.358333,0.308400,0.228000
4.362500,0.308400,0.229800
4.366667,0.307800,0.232200
4.370833,0.309000,0.234000
4.375000,0.309000,0.235800
4.379167,0.309600,0.237600
4.383333,0.309600,0.238800
4.387500,0.309600,0.241200
4.391667,0.309600,0.243600
4.395833,0.309600,0.245400
4.400000,0.309600,0.247200
4.404167,0.309600,0.249600
4.408333,0.309600,0.251400
4.412500,0.309000,0.253800
4.416667,0.309600,0.256200
4.420833,0.309600,0.258600
4.425000,0.310200,0.260400
4.429167,0.310800,0.262800
4.433333,0.310800,0.264600
4.437500,0.312000,0.266400
4.441667,0.312000,0.268800
4.445833,0.312600,0.269400
4.450000,0.313200,0.271200
4.454167,0.313200,0.273000
4.458333,0.313800,0.274800
4.462500,0.313800,0.276000
4.466667,0.313800,0.277800
4.470833,0.313800,0.279600
4.475000,0.313800,0.282000
4.479167,0.313800,0.283200
4.483333,0.313800,0.285000
4.487500,0.313200,0.287400
4.491667,0.313200,0.289200
4.495833,0.313200,0.291000
4.500000,0.313200,0.292800
4.504167,0.313200,0.294600
4.508333,0.313200,0.295800
4.512500,0.312600,0.297600
4.516667,0.313200,0.298800
4.520833,0.314400,0.300600
4.525000,0.314400,0.301800
4.529167,0.314400,0.303000
4.533333,0.315000,0.304200
4.537500,0.315600,0.305400
4.541667,0.315600,0.306000
4.545833,0.316200,0.307800
4.550000,0.316200,0.308400
4.554167,0.316800,0.309600
4.558333,0.317400,0.310200
4.562500,0.317400,0.312000
4.566667,0.317400,0.313200
4.570833,0.317400,0.315000
4.575000,0.317400,0.316200
4.579167,0.317400,0.317400
4.583333,0.318000,0.318000
4.587500,0.318000,0.319200
4.591667,0.318000,0.320400
4.595833,0.317400,0.321600
4.600000,0.318000,0.322800
4.604167,0.317400,0.324000
4.608333,0.317400,0.325200
4.612500,0.317400,0.326400
4.616667,0.317400,0.327000
4.620833,0.317400,0.327600
4.625000,0.317400,0.329400
4.629167,0.318000,0.329400
4.633333,0.318000,0.330600
4.637500,0.318600,0.331200
4.641667,0.318600,0.332400
4.645833,0.318600,0.333000
4.650000,0.319200,0.333600
4.654167,0.319200,0.334200
4.658333,0.319200,0.334800
4.662500,0.319200,0.336000
4.666667,0.319200,0.336000
4.670833,0.319800,0.336600
4.675000,0.319800,0.336600
4.679167,0.319800,0.337200
4.683333,0.319800,0.337800
4.687500,0.319800,0.337800
4.691667,0.320400,0.337800
4.695833,0.319800,0.337800
4.700000,0.319800,0.337800
4.704167,0.320400,0.337800
4.708333,0.320400,0.337800
4.712500,0.320400,0.337800
4.716667,0.320400,0.337800
4.720833,0.320400,0.337800
4.725000,0.320400,0.337800
4.729167,0.321000,0.337200
4.733333,0.321000,0.337200
4.737500,0.321000,0.337800
4.741667,0.321000,0.337200
4.745833,0.321000,0.337200
4.750000,0.321600,0.336600
4.754167,0.321000,0.336600
4.758333,0.321600,0.336000
4.762500,0.321600,0.335400
4.766667,0.321600,0.335400
4.770833,0.322200,0.334800
4.775000,0.322200,0.334200
4.779167,0.322800,0.333600
4.783333,0.322800,0.333600
4.787500,0.322800,0.333000
4.791667,0.323400,0.332400
4.795833,0.324000,0.332400
4.800000,0.324000,0.332400
4.804167,0.325200,0.331800
4.808333,0.325200,0.331800
4.812500,0.325800,0.331800
4.816667,0.325800,0.331200
4.820833,0.327000,0.331200
4.825000,0.327000,0.330600
4.829167,0.327000,0.331200
4.833333,0.327600,0.330600
4.837500,0.327600,0.330600
4.841667,0.328200,0.329400
4.845833,0.328200,0.330000
4.850000,0.328800,0.330000
4.854167,0.328800,0.329400
4.858333,0.329400,0.330000
4.862500,0.328800,0.329400
4.866667,0.329400,0.328800
4.870833,0.329400,0.328800
4.875000,0.328800,0.328800
4.879167,0.328800,0.328800
4.883333,0.328800,0.327600
4.887500,0.328200,0.327600
4.891667,0.327600,0.327000
4.895833,0.327000,0.326400
4.900000,0.326400,0.325800
4.904167,0.325800,0.325200
4.908333,0.324600,0.322200
4.912500,0.324600,0.321000
4.916667,0.323400,0.319800
4.920833,0.323400,0.318000
4.925000,0.322200,0.316200
4.929167,0.322200,0.315000
4.933333,0.322200,0.312600
4.937500,0.321600,0.310800
4.941667,0.321600,0.308400
4.945833,0.321600,0.306600
4.950000,0.321600,0.305400
4.954167,0.321600,0.303000
4.958333,0.322200,0.301200
4.962500,0.322800,0.300600
4.966667,0.322800,0.298800
4.970833,0.323400,0.298200
4.975000,0.322800,0.298200
4.979167,0.323400,0.297000
4.983333,0.324000,0.296400
4.987500,0.324000,0.294600
4.991667,0.324000,0.294000
4.995833,0.324000,0.293400
5.000000,0.324000,0.292200
5.004167,0.323400,0.291600
5.008333,0.322800,0.289800
5.012500,0.322200,0.288000
5.016667,0.321600,0.286200
5.020833,0.321600,0.285000
5.025000,0.321000,0.282600
5.029167,0.321000,0.280200
5.033333,0.321000,0.279000
5.037500,0.321000,0.276600
5.041667,0.321000,0.274800
5.045833,0.321000,0.273000
5.050000,0.321600,0.270600
5.054167,0.322200,0.269400
5.058333,0.322200,0.267600
5.062500,0.322800,0.265800
5.066667,0.322800,0.264000
5.070833,0.321600,0.264000
5.075000,0.321600,0.261600
5.079167,0.320400,0.259800
5.083333,0.320400,0.258000
5.087500,0.319800,0.255600
5.091667,0.319200,0.253800
5.095833,0.318000,0.251400
5.100000,0.317400,0.248400
5.104167,0.316800,0.246000
5.108333,0.317400,0.244200
5.112500,0.317400,0.241800
5.116667,0.318000,0.239400
5.120833,0.318600,0.238200
5.125000,0.318600,0.237000
5.129167,0.319800,0.235800
5.133333,0.320400,0.233400
5.137500,0.320400,0.232800
5.141667,0.319800,0.231000
5.145833,0.319200,0.229800
5.150000,0.318600,0.228000
5.154167,0.317400,0.225600
5.158333,0.316200,0.222600
5.162500,0.315600,0.220200
5.166667,0.314400,0.217200
5.170833,0.315000,0.214200
5.175000,0.314400,0.210000
5.179167,0.314400,0.207600
5.183333,0.315000,0.204600
5.187500,0.315600,0.201600
5.191667,0.315600,0.200400
5.195833,0.315000,0.198000
5.200000,0.315600,0.196800
5.204167,0.315600,0.195000
5.208333,0.315000,0.193800
5.212500,0.314400,0.192000
5.216667,0.313800,0.190800
5.220833,0.313800,0.188400
5.225000,0.313200,0.186600
5.229167,0.313800,0.184800
5.233333,0.313800,0.183600
5.237500,0.314400,0.181800
5.241667,0.314400,0.180000
5.245833,0.314400,0.179400
5.250000,0.314400,0.178200
5.254167,0.313800,0.176400
5.258333,0.313200,0.174600
5.262500,0.311400,0.171600
5.266667,0.310800,0.168600
5.270833,0.310200,0.165000
5.275000,0.309600,0.161400
5.279167,0.310200,0.159000
5.283333,0.310800,0.155400
5.287500,0.310800,0.153600
5.291667,0.311400,0.151800
5.295833,0.312000,0.150600
5.300000,0.313200,0.150000
5.304167,0.312600,0.148200
5.308333,0.312600,0.147000
5.312500,0.312000,0.145200
5.316667,0.310200,0.143400
5.320833,0.310200,0.142200
5.325000,0.309600,0.139800
5.329167,0.309600,0.136800
5.333333,0.309600,0.133800
5.337500,0.309600,0.130800
5.341667,0.309600,0.129000
5.345833,0.310200,0.127800
5.350000,0.310200,0.126000
5.354167,0.309600,0.124800
5.358333,0.309600,0.123600
5.362500,0.309000,0.122400
5.366667,0.309000,0.120000
5.370833,0.308400,0.118200
5.375000,0.307800,0.115800
5.379167,0.308400,0.114000
5.383333,0.309000,0.112200
5.387500,0.309600,0.111600
5.391667,0.309000,0.110400
5.395833,0.309000,0.110400
5.400000,0.307800,0.108600
5.404167,0.307800,0.108000
5.408333,0.306600,0.105600
5.412500,0.305400,0.103200
5.416667,0.305400,0.100800
5.420833,0.305400,0.097800
5.425000,0.306600,0.096000
5.429167,0.306600,0.096000
5.433333,0.307200,0.094800
5.437500,0.307800,0.094800
5.441667,0.308400,0.093600
5.445833,0.308400,0.093600
5.450000,0.307200,0.093000
5.454167,0.306600,0.090600
5.458333,0.305400,0.089400
5.462500,0.304800,0.087000
5.466667,0.304200,0.084600
5.470833,0.304800,0.083400
5.475000,0.305400,0.082200
5.479167,0.306000,0.082200
5.483333,0.306000,0.082800
5.487500,0.306600,0.085200
5.491667,0.307200,0.088200
5.495833,0.307200,0.091800
5.500000,0.307200,0.095400
5.504167,0.307200,0.098400
5.508333,0.306600,0.101400
5.512500,0.306600,0.105000
5.516667,0.307200,0.108000
5.520833,0.307800,0.111600
5.525000,0.307800,0.114000
5.529167,0.308400,0.117600
5.533333,0.309000,0.120600
5.537500,0.309600,0.123600
5.541667,0.309000,0.127200
5.545833,0.309000,0.130200
5.550000,0.309600,0.133200
5.554167,0.309000,0.135600
5.558333,0.309000,0.137400
5.562500,0.308400,0.139200
5.566667,0.307800,0.139200
5.570833,0.307800,0.140400
5.575000,0.307200,0.141600
5.579167,0.307800,0.142800
5.583333,0.308400,0.142800
5.587500,0.309000,0.144000
5.591667,0.309600,0.144600
5.595833,0.310800,0.145800
5.600000,0.311400,0.147000
5.604167,0.312000,0.148200
5.608333,0.312600,0.148800
5.612500,0.313200,0.149400
5.616667,0.313200,0.150000
5.620833,0.313200,0.150600
5.625000,0.313200,0.151200
5.629167,0.312000,0.151200
5.633333,0.311400,0.150600
5.637500,0.310800,0.150600
5.641667,0.310800,0.149400
5.645833,0.310200,0.147600
5.650000,0.310200,0.146400
5.654167,0.310800,0.145200
5.658333,0.311400,0.145200
5.662500,0.311400,0.145200
5.666667,0.312000,0.145800
5.670833,0.313200,0.147600
5.675000,0.313200,0.148200
5.679167,0.313200,0.149400
5.683333,0.313800,0.151200
5.687500,0.313800,0.153000
5.691667,0.313800,0.154800
5.695833,0.313800,0.156600
5.700000,0.313800,0.158400
5.704167,0.314400,0.160200
5.708333,0.313800,0.162000
5.712500,0.314400,0.163800
5.716667,0.314400,0.165000
5.720833,0.315000,0.166800
5.725000,0.315600,0.168600
5.729167,0.315600,0.169800
5.733333,0.316200,0.171000
5.737500,0.317400,0.172200
5.741667,0.317400,0.174000
5.745833,0.318600,0.175800
5.750000,0.319200,0.177000
5.754167,0.319800,0.177600
5.758333,0.320400,0.179400
5.762500,0.320400,0.180600
5.766667,0.321000,0.181800
5.770833,0.321000,0.182400
5.775000,0.321000,0.183600
5.779167,0.321000,0.184200
5.783333,0.321000,0.184800
5.787500,0.321000,0.185400
5.791667,0.321000,0.185400
5.795833,0.320400,0.184800
5.800000,0.320400,0.185400
5.804167,0.320400,0.184800
5.808333,0.319800,0.184800
5.812500,0.319800,0.184200
5.816667,0.319800,0.184200
5.820833,0.319800,0.183600
5.825000,0.319800,0.183600
5.829167,0.319800,0.184200
5.833333,0.320400,0.184800
5.837500,0.321000,0.184800
5.841667,0.321000,0.186000
5.845833,0.321600,0.187200
5.850000,0.321600,0.187800
5.854167,0.322800,0.188400
5.858333,0.324000,0.189600
5.862500,0.324600,0.190800
5.866667,0.324600,0.191400
