Time (sec),X,Y
3.875000,0.279429,0.178286
3.879167,0.273143,0.181143
3.883333,0.269714,0.185714
3.887500,0.269714,0.190286
3.891667,0.272571,0.194857
3.895833,0.278286,0.196571
3.900000,0.285143,0.196000
3.904167,0.292000,0.192571
3.908333,0.297714,0.185714
3.912500,0.301714,0.176000
3.916667,0.302857,0.165714
3.920833,0.300000,0.155429
3.925000,0.294857,0.148000
3.929167,0.286857,0.141714
3.933333,0.278286,0.140000
3.937500,0.271429,0.141143
3.941667,0.266857,0.146857
3.945833,0.266286,0.152571
3.950000,0.269143,0.158286
3.954167,0.274857,0.160571
3.958333,0.283429,0.160000
3.962500,0.291429,0.154857
3.966667,0.298286,0.146286
3.970833,0.300571,0.133714
3.975000,0.300000,0.124000
3.979167,0.293714,0.113714
3.983333,0.287429,0.108000
3.987500,0.278286,0.105714
3.991667,0.269714,0.107429
3.995833,0.264571,0.113143
4.000000,0.264000,0.120000
4.004167,0.267429,0.125143
4.008333,0.273143,0.128000
4.012500,0.281143,0.126286
4.016667,0.288571,0.122286
4.020833,0.295429,0.113714
4.025000,0.297714,0.103429
4.029167,0.296571,0.093143
4.033333,0.290857,0.085143
4.037500,0.283429,0.080571
4.041667,0.274857,0.079429
4.045833,0.267429,0.082857
4.050000,0.262857,0.089143
4.054167,0.262857,0.096000
4.058333,0.268000,0.102857
4.062500,0.275429,0.104571
4.066667,0.284571,0.103429
4.070833,0.292571,0.096000
4.075000,0.297714,0.086857
4.079167,0.297143,0.077714
4.083333,0.293143,0.068000
4.087500,0.286857,0.062286
4.091667,0.277143,0.060000
4.095833,0.269143,0.064000
4.100000,0.263429,0.071429
4.104167,0.261714,0.080000
4.108333,0.264000,0.088000
4.112500,0.270286,0.095429
4.116667,0.277714,0.101143
4.120833,0.285714,0.103429
4.125000,0.292000,0.102286
4.129167,0.296571,0.099429
4.133333,0.297714,0.095429
4.137500,0.297143,0.091429
4.141667,0.292571,0.089714
4.145833,0.286286,0.089714
4.150000,0.278857,0.094286
4.154167,0.272000,0.100000
4.158333,0.267429,0.108571
4.162500,0.265143,0.118857
4.166667,0.266286,0.129143
4.170833,0.269714,0.138286
4.175000,0.276571,0.145143
4.179167,0.282857,0.148571
4.183333,0.290857,0.149143
4.187500,0.296571,0.146286
4.191667,0.301143,0.141143
4.195833,0.301714,0.135429
4.200000,0.299429,0.130286
4.204167,0.295429,0.126857
4.208333,0.287429,0.125714
4.212500,0.280571,0.128571
4.216667,0.274286,0.132571
4.220833,0.269714,0.140000
4.225000,0.268000,0.149143
4.229167,0.269143,0.157143
4.233333,0.272571,0.163429
4.237500,0.278286,0.169143
4.241667,0.284571,0.170857
4.245833,0.291429,0.170286
4.250000,0.297714,0.168000
4.254167,0.301714,0.163429
4.258333,0.304000,0.158857
4.262500,0.302857,0.154857
4.266667,0.300571,0.150286
4.270833,0.296571,0.149143
4.275000,0.290857,0.149143
4.279167,0.285143,0.152000
4.283333,0.279429,0.156571
4.287500,0.273714,0.165143
4.291667,0.270857,0.172000
4.295833,0.270857,0.180000
4.300000,0.271429,0.189143
4.304167,0.273714,0.197143
4.308333,0.278286,0.204571
4.312500,0.284000,0.208571
4.316667,0.289714,0.212571
4.320833,0.296000,0.213143
4.325000,0.301714,0.212571
4.329167,0.305714,0.209143
4.333333,0.308000,0.205714
4.337500,0.308571,0.201714
4.341667,0.306857,0.198286
4.345833,0.304571,0.196000
4.350000,0.300571,0.194286
4.354167,0.296000,0.194286
4.358333,0.290857,0.196000
4.362500,0.285714,0.198857
4.366667,0.280571,0.204571
4.370833,0.277714,0.209714
4.375000,0.276571,0.216571
4.379167,0.275429,0.222857
4.383333,0.276571,0.230286
4.387500,0.278286,0.236571
4.391667,0.281714,0.241143
4.395833,0.286286,0.245143
4.400000,0.289714,0.249143
4.404167,0.294286,0.250857
4.408333,0.298286,0.250857
4.412500,0.302286,0.250857
4.416667,0.306286,0.250286
4.420833,0.309143,0.248571
4.425000,0.311429,0.245714
4.429167,0.311429,0.242857
4.433333,0.311429,0.240571
4.437500,0.310857,0.238857
4.441667,0.308571,0.237143
4.445833,0.305714,0.236571
4.450000,0.302857,0.236571
4.454167,0.298857,0.238286
4.458333,0.296571,0.240000
4.462500,0.292000,0.242286
4.466667,0.288571,0.246286
4.470833,0.286857,0.250286
4.475000,0.284000,0.254857
4.479167,0.281714,0.260000
4.483333,0.280571,0.264571
4.487500,0.280000,0.270286
4.491667,0.280000,0.276000
4.495833,0.280571,0.281143
4.500000,0.282286,0.285714
4.504167,0.284571,0.289714
4.508333,0.286857,0.293143
4.512500,0.290286,0.296000
4.516667,0.293714,0.298286
4.520833,0.297143,0.300000
4.525000,0.300571,0.300571
4.529167,0.304000,0.301143
4.533333,0.307429,0.301143
4.537500,0.309714,0.300000
4.541667,0.312000,0.298857
4.545833,0.314286,0.297143
4.550000,0.316000,0.296571
4.554167,0.318286,0.295429
4.558333,0.317714,0.294286
4.562500,0.318286,0.292571
4.566667,0.318286,0.290857
4.570833,0.317714,0.290286
4.575000,0.317143,0.289143
4.579167,0.316571,0.288571
4.583333,0.316000,0.288000
4.587500,0.314286,0.287429
4.591667,0.313143,0.287429
4.595833,0.310857,0.287429
4.600000,0.309143,0.287429
4.604167,0.307429,0.287429
4.608333,0.305714,0.288000
4.612500,0.304000,0.289143
4.616667,0.302286,0.289714
4.620833,0.300571,0.290857
4.625000,0.299429,0.291429
4.629167,0.297714,0.293143
4.633333,0.296571,0.294286
4.637500,0.296000,0.294857
4.641667,0.294286,0.296571
4.645833,0.294286,0.297714
4.650000,0.292571,0.298857
4.654167,0.292000,0.300571
4.658333,0.290857,0.302286
4.662500,0.290857,0.304000
4.666667,0.290286,0.304571
4.670833,0.289714,0.305714
4.675000,0.289143,0.307429
4.679167,0.289143,0.308000
4.683333,0.288571,0.308571
4.687500,0.288571,0.309143
4.691667,0.288000,0.310286
4.695833,0.288000,0.311429
4.700000,0.287429,0.312000
4.704167,0.287429,0.312571
4.708333,0.287429,0.313143
4.712500,0.287429,0.313143
4.716667,0.287429,0.313714
4.720833,0.287429,0.313714
4.725000,0.287429,0.313714
4.729167,0.287429,0.314286
4.733333,0.287429,0.314286
4.737500,0.287429,0.313714
4.741667,0.288000,0.313714
4.745833,0.287429,0.313714
4.750000,0.287429,0.313714
4.754167,0.287429,0.312571
4.758333,0.288000,0.312571
4.762500,0.288000,0.312000
4.766667,0.288571,0.312000
4.770833,0.288571,0.310857
4.775000,0.289143,0.309714
4.779167,0.289714,0.309143
4.783333,0.289714,0.308000
4.787500,0.290286,0.306857
4.791667,0.290857,0.306286
4.795833,0.291429,0.305714
4.800000,0.292000,0.304571
4.804167,0.292571,0.304000
4.808333,0.293714,0.302286
4.812500,0.295429,0.301143
4.816667,0.295429,0.300000
4.820833,0.297143,0.298857
4.825000,0.297714,0.297714
4.829167,0.298857,0.296571
4.833333,0.300000,0.295429
4.837500,0.301143,0.294857
4.841667,0.302857,0.294286
4.845833,0.304571,0.293143
4.850000,0.305143,0.292000
4.854167,0.306857,0.292000
4.858333,0.308571,0.291429
4.862500,0.310286,0.291429
4.866667,0.312000,0.291429
4.870833,0.313714,0.290857
4.875000,0.314857,0.290857
4.879167,0.316000,0.290857
4.883333,0.317714,0.290857
4.887500,0.318857,0.291429
4.891667,0.320571,0.292000
4.895833,0.321714,0.293143
4.900000,0.322286,0.293714
4.904167,0.323429,0.294857
4.908333,0.323429,0.294857
4.912500,0.323429,0.294857
4.916667,0.323429,0.296000
4.920833,0.324000,0.296000
4.925000,0.323429,0.296571
4.929167,0.323429,0.297143
4.933333,0.322857,0.297714
4.937500,0.321143,0.298286
4.941667,0.320000,0.298286
4.945833,0.319429,0.298286
4.950000,0.317143,0.298286
4.954167,0.315429,0.298857
4.958333,0.313714,0.298286
4.962500,0.311429,0.298286
4.966667,0.309143,0.297143
4.970833,0.306286,0.296000
4.975000,0.303429,0.294857
4.979167,0.300571,0.293143
4.983333,0.298286,0.290857
4.987500,0.295429,0.288000
4.991667,0.293143,0.285143
4.995833,0.290857,0.281714
5.000000,0.289714,0.277143
5.004167,0.288000,0.272571
5.008333,0.288000,0.268000
5.012500,0.287429,0.263429
5.016667,0.288000,0.258857
5.020833,0.289714,0.254286
5.025000,0.292000,0.250286
5.029167,0.294857,0.246286
5.033333,0.297714,0.242857
5.037500,0.301143,0.241143
5.041667,0.305143,0.240000
5.045833,0.309143,0.239429
5.050000,0.312571,0.239429
5.054167,0.314857,0.239429
5.058333,0.318286,0.241714
5.062500,0.320000,0.242286
5.066667,0.321143,0.244571
5.070833,0.321143,0.248000
5.075000,0.321143,0.249714
5.079167,0.318857,0.252000
5.083333,0.315429,0.253714
5.087500,0.312000,0.254286
5.091667,0.308000,0.254286
5.095833,0.302857,0.252571
5.100000,0.298286,0.250286
5.104167,0.293714,0.246286
5.108333,0.289714,0.241143
5.112500,0.286857,0.235429
5.116667,0.285143,0.229714
5.120833,0.284000,0.222286
5.125000,0.284571,0.216571
5.129167,0.286286,0.210286
5.133333,0.292571,0.201714
5.137500,0.297143,0.198286
5.141667,0.301143,0.196000
5.145833,0.305143,0.195429
5.150000,0.309143,0.195429
5.154167,0.312571,0.197143
5.158333,0.314857,0.199429
5.162500,0.314857,0.201143
5.166667,0.315429,0.203429
5.170833,0.314857,0.204571
5.175000,0.312571,0.206286
5.179167,0.309714,0.206286
5.183333,0.305714,0.206857
5.187500,0.300571,0.205143
5.191667,0.296000,0.202857
5.195833,0.290857,0.197714
5.200000,0.286857,0.193143
5.204167,0.282857,0.186857
5.208333,0.280571,0.179429
5.212500,0.280000,0.172000
5.216667,0.281143,0.165714
5.220833,0.285143,0.160000
5.225000,0.290286,0.156000
5.229167,0.296000,0.154286
5.233333,0.301143,0.153714
5.237500,0.306286,0.155429
5.241667,0.310286,0.158857
5.245833,0.313143,0.162857
5.250000,0.313714,0.167429
5.254167,0.313143,0.172000
5.258333,0.309143,0.174857
5.262500,0.304571,0.176571
5.266667,0.297143,0.174286
5.270833,0.290857,0.170286
5.275000,0.285143,0.164571
5.279167,0.280000,0.156571
5.283333,0.277714,0.148000
5.287500,0.277714,0.139429
5.291667,0.278857,0.131429
5.295833,0.282286,0.124000
5.300000,0.287429,0.120571
5.304167,0.293143,0.117714
5.308333,0.298286,0.117714
5.312500,0.304000,0.119429
5.316667,0.307429,0.122857
5.320833,0.310286,0.126286
5.325000,0.310286,0.130286
5.329167,0.308000,0.134286
5.333333,0.304000,0.136571
5.337500,0.298286,0.137143
5.341667,0.292571,0.135429
5.345833,0.286857,0.131429
5.350000,0.281143,0.125714
5.354167,0.277143,0.118286
5.358333,0.274857,0.109714
5.362500,0.274857,0.102286
5.366667,0.278286,0.094857
5.370833,0.282857,0.090286
5.375000,0.288571,0.087429
5.379167,0.295429,0.087429
5.383333,0.301143,0.089714
5.387500,0.305714,0.094857
5.391667,0.308571,0.101143
5.395833,0.307429,0.106857
5.400000,0.305714,0.112000
5.404167,0.300000,0.113714
5.408333,0.293714,0.113714
5.412500,0.286857,0.110857
5.416667,0.279429,0.104571
5.420833,0.275429,0.096000
5.425000,0.272571,0.087429
5.429167,0.273143,0.079429
5.433333,0.276571,0.072571
5.437500,0.280571,0.067429
5.441667,0.288000,0.065714
5.445833,0.293714,0.066857
5.450000,0.299429,0.068571
5.454167,0.304000,0.072571
5.458333,0.305714,0.077714
5.462500,0.305714,0.082286
5.466667,0.303429,0.086286
5.470833,0.298857,0.088571
5.475000,0.294286,0.089714
5.479167,0.288571,0.090286
5.483333,0.282857,0.089143
5.487500,0.278857,0.086857
5.491667,0.275429,0.084571
5.495833,0.273143,0.082286
5.500000,0.272571,0.080000
5.504167,0.273714,0.078286
5.508333,0.276571,0.077714
5.512500,0.279429,0.077714
5.516667,0.284000,0.080000
5.520833,0.289143,0.082286
5.525000,0.294857,0.087429
5.529167,0.300000,0.093714
5.533333,0.304000,0.101143
5.537500,0.306857,0.107429
5.541667,0.308571,0.115429
5.545833,0.309143,0.123429
5.550000,0.308571,0.131429
5.554167,0.306286,0.137714
5.558333,0.302286,0.141714
5.562500,0.297714,0.145143
5.566667,0.292571,0.146857
5.570833,0.288000,0.146286
5.575000,0.283429,0.144571
5.579167,0.280000,0.142286
5.583333,0.277143,0.138286
5.587500,0.275429,0.133143
5.591667,0.276000,0.128571
5.595833,0.277714,0.124571
5.600000,0.280000,0.121143
5.604167,0.284000,0.118286
5.608333,0.288000,0.118286
5.612500,0.292571,0.118286
5.616667,0.297143,0.119429
5.620833,0.301143,0.121714
5.625000,0.305143,0.124571
5.629167,0.308571,0.129143
5.633333,0.310286,0.132571
5.637500,0.311429,0.136571
5.641667,0.311429,0.140571
5.645833,0.310857,0.144571
5.650000,0.308000,0.147429
5.654167,0.305714,0.149714
5.658333,0.302286,0.150857
5.662500,0.298857,0.150857
5.666667,0.296000,0.150857
5.670833,0.292000,0.150857
5.675000,0.288571,0.149714
5.679167,0.285714,0.148571
5.683333,0.282857,0.146286
5.687500,0.281143,0.144571
5.691667,0.280000,0.142857
5.695833,0.280000,0.141143
5.700000,0.280000,0.140000
5.704167,0.280571,0.138286
5.708333,0.281714,0.137714
5.712500,0.283429,0.136571
5.716667,0.286286,0.136000
5.720833,0.288000,0.136000
5.725000,0.290857,0.136571
5.729167,0.294857,0.138286
5.733333,0.297714,0.139429
5.737500,0.300571,0.141143
5.741667,0.303429,0.144000
5.745833,0.305714,0.146857
5.750000,0.309143,0.150286
5.754167,0.312000,0.153714
5.758333,0.314286,0.157714
5.762500,0.315429,0.160571
5.766667,0.317714,0.164571
5.770833,0.318286,0.167429
5.775000,0.318857,0.171429
5.779167,0.318857,0.174857
5.783333,0.318286,0.177714
5.787500,0.317143,0.180571
5.791667,0.316000,0.182857
5.795833,0.314857,0.185143
5.800000,0.313143,0.186286
5.804167,0.311429,0.186857
5.808333,0.309143,0.188000
5.812500,0.307429,0.188571
5.816667,0.305143,0.188571
5.820833,0.304000,0.188571
5.825000,0.302286,0.188000
5.829167,0.301143,0.188000
5.833333,0.300000,0.187429
5.837500,0.298857,0.186857
5.841667,0.298286,0.186857
5.845833,0.297143,0.186857
5.850000,0.297143,0.186857
5.854167,0.296571,0.186286
5.858333,0.296571,0.186286
5.862500,0.296571,0.186286
5.866667,0.296571,0.185714
