Time (sec),X,Y,R,Theta,Delta_Time,Delta_X,Delta_Y,Speed_X,Speed_Y,Speed,Acceleration_X,Acceleration_Y,Acceleration,Delta_Theta,Angular_Velocity,Delta_Omega,Angular_Acceleration
1.085383,0.365767,0.119444,0.384775,0.315641,0.004159,-0.009457,0.002044,-0.832979,1.694481,3.024839,-158.668187,-537.650822,560.574705,-0.003487,0.854685,-0.676295,-70.722721
1.089542,0.367752,0.118184,0.386275,0.310945,0.004159,-0.003215,-0.002815,-0.149968,1.243756,2.767199,161.282295,-517.552522,542.100168,-0.004696,0.692317,-0.162369,-9.864593
1.093700,0.372164,0.119271,0.390809,0.310139,0.004159,0.004998,-0.002048,0.695243,1.381570,2.918771,428.142865,-276.468354,509.647980,-0.000806,1.117778,0.425461,57.428158
1.097859,0.377406,0.124223,0.397325,0.317981,0.004159,0.011640,0.004779,1.359538,2.097293,3.454663,527.230176,96.863444,536.054274,0.007841,1.973916,0.856138,106.233599
1.102017,0.381498,0.132428,0.403830,0.334113,0.004159,0.013747,0.014244,1.558991,3.129640,4.219379,410.950076,453.494943,611.994794,0.016132,2.958290,0.984374,114.659729
1.106176,0.382695,0.142071,0.408215,0.355467,0.004159,0.010531,0.022799,1.210328,4.090108,4.967565,123.861695,651.316813,662.989676,0.021354,3.692961,0.734671,79.583277
1.110335,0.380643,0.151106,0.409539,0.377896,0.004159,0.003237,0.026883,0.411926,4.604194,5.353334,-227.870481,602.829707,644.459938,0.022429,3.891370,0.198409,13.672247
1.114493,0.376408,0.157651,0.408089,0.396632,0.004159,-0.005091,0.025222,-0.532909,4.445971,5.226513,-503.035190,316.535442,594.339203,0.018736,3.408849,-0.482521,-61.726190
1.118652,0.371536,0.160655,0.404783,0.408129,0.004159,-0.011159,0.018585,-1.270126,3.652685,4.599737,-596.469960,-105.186328,605.673656,0.011496,2.450239,-0.958610,-118.284161
1.122810,0.367752,0.160584,0.401283,0.411708,0.004159,-0.012891,0.009478,-1.492377,2.514491,3.754404,-457.923930,-502.506915,679.858460,0.003579,1.375970,-1.074269,-135.080718
1.126969,0.366938,0.158759,0.399810,0.408339,0.004159,-0.009469,0.001108,-1.088155,1.482654,3.071475,-133.518899,-712.583056,724.984075,-0.003369,0.584483,-0.791487,-104.469048
1.131127,0.368965,0.157259,0.401081,0.402900,0.004159,-0.002571,-0.003397,-0.195478,0.952438,2.775020,258.418397,-649.323002,698.856515,-0.005440,0.332082,-0.252401,-33.959191
1.135286,0.373626,0.158144,0.405717,0.400402,0.004159,0.005875,-0.002440,0.858023,1.134225,2.952036,565.196092,-331.909942,655.447048,-0.002498,0.702742,0.370661,50.798671
1.139444,0.379244,0.162826,0.412720,0.405543,0.004159,0.012306,0.004067,1.671868,1.968670,3.545457,663.697188,116.871426,673.908664,0.005142,1.573052,0.870310,119.602505
1.143603,0.383770,0.171102,0.420185,0.419394,0.004159,0.014805,0.013844,1.945107,3.167759,4.390614,514.742441,532.714009,740.772567,0.013851,2.644795,1.071743,145.544461
1.147762,0.385671,0.181137,0.426089,0.439088,0.004159,0.012044,0.022993,1.570585,4.316930,5.254295,171.348486,765.338963,784.285683,0.019693,3.569243,0.924448,119.372624
1.151920,0.384233,0.190960,0.429070,0.461236,0.004159,0.004990,0.028134,0.661397,5.014036,5.836109,-242.985957,732.313268,771.573002,0.022148,4.020030,0.450787,50.731755
1.156079,0.379994,0.198664,0.428792,0.481726,0.004159,-0.003776,0.027561,-0.474635,4.991593,5.838148,-581.870831,438.573736,728.642975,0.020490,3.766186,-0.253844,-37.624342
1.160237,0.374545,0.202853,0.425950,0.496369,0.004159,-0.011126,0.021716,-1.457163,4.227950,5.227763,-728.076845,-21.396833,728.391184,0.014643,2.913734,-0.852452,-117.612282
1.164396,0.369960,0.203683,0.422323,0.503268,0.004159,-0.014274,0.012723,-1.926625,2.968972,4.308685,-622.336680,-491.772712,793.185567,0.006899,1.756231,-1.157503,-162.225305
1.168554,0.367431,0.202204,0.419395,0.503086,0.004159,-0.012563,0.003540,-1.714983,1.653017,3.438586,-298.263950,-802.820912,856.436104,-0.000182,0.684963,-1.071269,-155.533892
1.172713,0.367954,0.199890,0.418743,0.497644,0.004159,-0.006591,-0.002963,-0.865485,0.747556,2.906390,142.279740,-836.923606,848.931474,-0.005442,0.051246,-0.633717,-98.566416
1.176871,0.371742,0.198959,0.421636,0.491414,0.004159,0.001783,-0.004724,0.353964,0.571212,2.869214,548.408883,-576.584674,795.740026,-0.006230,0.015450,-0.035796,-5.515063
1.181030,0.377373,0.201525,0.427811,0.490493,0.004159,0.009941,-0.000678,1.544152,1.205715,3.340277,783.717814,-107.561861,791.064577,-0.000921,0.597935,0.582485,95.261698
1.185189,0.383235,0.208074,0.436078,0.497408,0.004159,0.015281,0.008184,2.309758,2.472106,4.203659,763.544533,414.699123,868.893329,0.006915,1.654765,1.056830,168.217699
1.189347,0.387516,0.217674,0.444467,0.511793,0.004159,0.015774,0.018715,2.393635,3.997166,5.255770,490.475883,823.832616,958.784006,0.014386,2.868793,1.214028,190.693658
1.193506,0.388924,0.228913,0.451291,0.531981,0.004159,0.011551,0.027388,1.768792,5.327932,6.229945,54.018654,991.261644,992.732422,0.020188,3.878369,1.009576,156.455783
1.197664,0.387070,0.239698,0.455278,0.554463,0.004159,0.003835,0.031624,0.608098,6.067615,6.840847,-409.194841,864.605206,956.547218,0.022481,4.411984,0.533615,75.550278
1.201823,0.382472,0.248265,0.455983,0.575747,0.004159,-0.005044,0.030591,-0.755777,5.977983,6.784180,-757.333044,476.323230,894.671537,0.021285,4.249425,-0.162559,-28.190581
1.205981,0.376564,0.253520,0.453952,0.592545,0.004159,-0.012360,0.024607,-1.921417,5.061467,6.052651,-887.377258,-64.076325,889.687683,0.016797,3.412523,-0.836902,-127.117865
1.210140,0.371203,0.255172,0.450449,0.602233,0.004159,-0.015867,0.015475,-2.533653,3.572046,4.981787,-755.490899,-600.104832,964.827605,0.009688,2.196407,-1.216116,-194.694422
1.214298,0.367785,0.254009,0.446975,0.604420,0.004159,-0.014687,0.005744,-2.394571,1.958324,3.912734,-394.077661,-966.599732,1043.844933,0.002187,0.951439,-1.244968,-211.024635
1.218457,0.367039,0.251649,0.445023,0.601009,0.004159,-0.009524,-0.001871,-1.544471,0.689715,3.127581,90.643434,-1051.266845,1055.167385,-0.003411,-0.015062,-0.966501,-171.548467
1.222616,0.369614,0.249749,0.446082,0.594231,0.004159,-0.001589,-0.005424,-0.211388,0.126518,2.823888,558.430767,-828.539374,999.160856,-0.006778,-0.458639,-0.443577,-87.285635
1.226774,0.374848,0.250339,0.450756,0.588814,0.004159,0.007063,-0.003671,1.231943,0.414052,3.053367,872.060697,-371.348212,947.834033,-0.005417,-0.295395,0.163244,21.542612
1.230933,0.381094,0.254460,0.458238,0.588724,0.004159,0.014054,0.002811,2.387732,1.473619,3.754024,945.569283,188.503784,964.175785,-0.000090,0.419187,0.714582,123.930049
1.235091,0.386918,0.262189,0.467385,0.595557,0.004159,0.017304,0.012440,2.934134,3.017501,4.765518,756.397486,695.189183,1027.338871,0.006833,1.516682,1.097495,190.594207
1.239250,0.390694,0.272442,0.476305,0.608931,0.004159,0.015846,0.022104,2.736218,4.640202,5.853065,361.730202,1016.254154,1078.712773,0.013374,2.697058,1.180376,206.446751
1.243408,0.391570,0.283854,0.483633,0.627251,0.004159,0.010477,0.029394,1.842875,5.910604,6.755175,-131.020670,1066.953198,1074.967694,0.018320,3.657912,0.960854,169.298777
1.247567,0.389265,0.294462,0.488093,0.647620,0.004159,0.002347,0.032273,0.476591,6.498271,7.222331,-590.960565,837.013924,1024.610511,0.020369,4.178305,0.520393,89.204420
1.251725,0.384516,0.302819,0.489440,0.667092,0.004159,-0.006178,0.030376,-1.024637,6.241118,7.043480,-904.365553,384.969181,982.892834,0.019473,4.085814,-0.092491,-13.332159
1.255884,0.378460,0.308086,0.488005,0.683251,0.004159,-0.013111,0.024232,-2.274913,5.202400,6.277893,-990.196574,-170.300457,1004.734543,0.016159,3.403227,-0.682587,-114.145693
1.260043,0.372813,0.309974,0.484844,0.693624,0.004159,-0.016452,0.015513,-2.958788,3.635492,5.200712,-826.099085,-688.406816,1075.334201,0.010373,2.335636,-1.067591,-190.066075
1.264201,0.368476,0.308942,0.480853,0.697739,0.004159,-0.016039,0.006123,-2.910748,1.928794,4.092538,-453.549474,-1036.976159,1131.824492,0.004115,1.132640,-1.202995,-222.684262
1.268360,0.366791,0.306632,0.478078,0.696303,0.004159,-0.011669,-0.001454,-2.155815,0.493096,3.199323,28.639310,-1132.437119,1132.799205,-0.001436,0.066430,-1.066210,-205.450846
1.272518,0.368186,0.304277,0.477645,0.690645,0.004159,-0.004627,-0.005698,-0.867044,-0.337161,2.710931,502.997699,-955.296355,1079.628553,-0.005657,-0.640962,-0.707392,-143.161943
1.276677,0.372202,0.303307,0.480135,0.683761,0.004159,0.003725,-0.005634,0.646366,-0.383976,2.706198,855.372326,-556.147256,1020.275250,-0.006885,-0.858613,-0.217651,-49.135103
1.280835,0.377853,0.305132,0.485673,0.679323,0.004159,0.011062,-0.001500,2.043144,0.359413,3.178635,1009.715476,-32.146373,1010.227069,-0.004438,-0.554170,0.304443,53.972467
1.284994,0.384078,0.310092,0.493632,0.679218,0.004159,0.015892,0.005816,3.002329,1.720439,4.030491,930.460623,494.787287,1053.836529,-0.000105,0.207209,0.761379,142.579532
1.289152,0.389446,0.318070,0.502829,0.684855,0.004159,0.017245,0.014762,3.323857,3.403539,5.095219,643.851097,910.776423,1115.373448,0.005637,1.245925,1.038715,199.772785
1.293311,0.392982,0.328239,0.512031,0.695869,0.004159,0.015129,0.023107,2.933404,5.035573,6.161980,214.079101,1124.466986,1144.664084,0.011014,2.344273,1.098348,214.276663
1.297470,0.393821,0.339386,0.519882,0.711291,0.004159,0.009743,0.029293,1.922997,6.273886,7.000375,-259.544816,1094.958579,1125.298983,0.015422,3.285089,0.940816,184.783607
1.301628,0.391920,0.350246,0.525617,0.729304,0.004159,0.002474,0.032176,0.508276,6.863368,7.402175,-677.057428,831.978273,1072.657731,0.018013,3.864324,0.579234,118.074746
1.305787,0.387550,0.359340,0.528508,0.747646,0.004159,-0.005432,0.031101,-1.012065,6.691928,7.291903,-948.759381,398.300451,1028.974058,0.018342,3.972087,0.107763,27.876157
1.309945,0.381755,0.365830,0.528743,0.764099,0.004159,-0.012065,0.026444,-2.336071,5.799988,6.720134,-1024.169756,-113.957394,1030.490163,0.016453,3.615010,-0.357077,-67.695503
1.314104,0.375649,0.369227,0.526726,0.776776,0.004159,-0.016271,0.018981,-3.205957,4.365998,5.793810,-893.154198,-600.537676,1076.275951,0.012677,2.848994,-0.766016,-149.996857
1.318262,0.370331,0.369812,0.523360,0.784698,0.004159,-0.017219,0.010472,-3.459297,2.676180,4.713677,-588.481082,-965.659062,1130.843671,0.007922,1.835061,-1.013932,-203.837671
1.322421,0.366829,0.368329,0.519836,0.787439,0.004159,-0.014927,0.002499,-3.047123,1.046946,3.696227,-170.985510,-1142.954900,1155.673807,0.002741,0.750381,-1.084681,-220.675343
1.326579,0.365653,0.365720,0.517159,0.785490,0.004159,-0.009996,-0.003506,-2.059776,-0.216639,2.920156,275.619706,-1101.977817,1135.923119,-0.001949,-0.205809,-0.956190,-198.000970
1.330738,0.367103,0.363247,0.516442,0.780119,0.004159,-0.003228,-0.006566,-0.683755,-0.882762,2.519245,667.429194,-855.811987,1085.299906,-0.005372,-0.868760,-0.662950,-141.863585
1.334897,0.370963,0.362029,0.518342,0.773210,0.004159,0.004134,-0.006300,0.814929,-0.845189,2.546889,928.700275,-454.997970,1034.169887,-0.006908,-1.140988,-0.272228,-63.421110
1.339055,0.376374,0.363053,0.522938,0.767385,0.004159,0.010721,-0.002668,2.163702,-0.125703,2.987523,1015.611704,21.867168,1015.847088,-0.005826,-0.988906,0.152082,23.379750
1.343214,0.382476,0.366778,0.529919,0.764450,0.004159,0.015374,0.003532,3.128840,1.118082,3.745243,916.807276,481.139052,1035.388994,-0.002935,-0.473319,0.515587,102.373848
1.347372,0.388212,0.373281,0.538560,0.765793,0.004159,0.017249,0.011252,3.548397,2.653793,4.683577,657.311880,841.393493,1067.708723,0.001343,0.321435,0.794753,160.969563
1.351531,0.392578,0.381966,0.547737,0.771699,0.004159,0.016204,0.018914,3.368560,4.206676,5.629376,289.729756,1041.798797,1081.336240,0.005906,1.241503,0.920068,189.980871
1.355689,0.394832,0.391865,0.556283,0.781627,0.004159,0.012356,0.025087,2.622598,5.511484,6.409983,-121.734962,1056.472908,1063.463401,0.009928,2.134400,0.892898,186.516046
1.359848,0.394778,0.402157,0.563542,0.794657,0.004159,0.006566,0.028876,1.452954,6.351478,6.866049,-503.887246,889.175096,1022.024808,0.013030,2.847117,0.712717,153.171228
1.364006,0.392498,0.411605,0.568747,0.809156,0.004159,-0.000080,0.029639,0.060279,6.592566,6.958380,-795.535832,573.730286,980.838265,0.014499,3.267971,0.420854,96.747858
1.368165,0.388165,0.419481,0.571522,0.824153,0.004159,-0.006667,0.027616,-1.324076,6.210539,6.724861,-949.049080,168.100448,963.821517,0.014997,3.357107,0.089136,27.735278
1.372324,0.382885,0.425251,0.572223,0.837774,0.004159,-0.011893,0.023094,-2.481985,5.286213,6.207524,-946.227070,-256.162153,980.288078,0.013621,3.115763,-0.241343,-43.649425
1.376482,0.377095,0.428504,0.570803,0.849127,0.004159,-0.015403,0.016899,-3.246202,3.988755,5.439579,-795.102988,-626.133442,1012.043402,0.011353,2.603067,-0.512697,-105.531087
1.380641,0.371856,0.429456,0.568076,0.857157,0.004159,-0.016309,0.009975,-3.514899,2.532272,4.513545,-526.822893,-884.505829,1029.511011,0.008030,1.901752,-0.701315,-150.062245
1.384799,0.367882,0.428715,0.564919,0.861616,0.004159,-0.015003,0.003464,-3.273095,1.137386,3.578513,-190.236866,-997.660586,1015.636111,0.004459,1.113519,-0.788233,-171.757888
1.388958,0.365531,0.426827,0.561955,0.862604,0.004159,-0.011564,-0.001677,-2.582176,-0.001949,2.775911,159.677022,-959.636729,972.830614,0.000988,0.349977,-0.763542,-169.555826
1.393116,0.365151,0.424690,0.560087,0.860637,0.004159,-0.006705,-0.004766,-1.557815,-0.743304,2.210505,470.616158,-787.671354,917.554211,-0.001967,-0.302386,-0.652363,-145.816791
1.397275,0.366719,0.423114,0.559918,0.856678,0.004159,-0.001163,-0.005601,-0.361837,-1.004695,1.948476,700.064648,-515.102009,869.149349,-0.003958,-0.749469,-0.447083,-105.128260
1.401433,0.369863,0.422566,0.561570,0.851809,0.004159,0.004332,-0.004261,0.852226,-0.777710,2.013495,825.863918,-186.545759,846.670261,-0.004869,-0.970041,-0.220571,-54.057233
1.405592,0.374161,0.423594,0.565181,0.847284,0.004159,0.009010,-0.001096,1.923295,-0.122663,2.383753,837.095722,149.244446,850.295920,-0.004525,-0.941795,0.028245,0.427574
1.409751,0.379084,0.426443,0.570577,0.844124,0.004159,0.012365,0.003329,2.737536,0.849398,2.992789,745.300307,445.850295,868.478574,-0.003160,-0.689649,0.252146,51.551432
1.413909,0.384078,0.431113,0.577385,0.843033,0.004159,0.014215,0.008546,3.204575,2.002523,3.755933,565.664723,668.557316,875.754226,-0.001091,-0.255868,0.433781,93.461706
1.418068,0.388566,0.437396,0.585063,0.844449,0.004159,0.014404,0.013802,3.291074,3.194242,4.561539,328.907296,797.609737,862.763758,0.001416,0.295937,0.551805,122.272241
1.422226,0.392291,0.444982,0.593213,0.848247,0.004159,0.013207,0.018538,3.004079,4.291801,5.282259,64.095070,827.787861,830.265572,0.003798,0.897560,0.601623,135.554071
1.426385,0.394546,0.453339,0.600984,0.854628,0.004159,0.010468,0.022226,2.390255,5.180332,5.802576,-195.817834,764.161422,788.851889,0.006381,1.480389,0.582828,133.974378
1.430543,0.395266,0.462092,0.608082,0.863184,0.004159,0.006701,0.024695,1.525344,5.774469,6.094475,-424.601720,620.462157,751.837687,0.008556,1.987534,0.507145,118.099222
1.434702,0.394440,0.470739,0.614149,0.873359,0.004159,0.002149,0.025757,0.509948,6.022048,6.177787,-599.758897,416.069230,729.948175,0.010175,2.370199,0.382666,90.651285
1.438861,0.392051,0.478611,0.618686,0.884492,0.004159,-0.002495,0.025273,-0.553035,5.898436,6.068752,-707.767235,172.681102,728.528120,0.011133,2.599565,0.229366,55.095880
1.443019,0.388363,0.485337,0.621594,0.895938,0.004159,-0.006903,0.023246,-1.551345,5.424127,5.789160,-739.845444,-84.246197,744.626553,0.011446,2.660321,0.060756,15.210514
1.447178,0.383854,0.490609,0.622930,0.906878,0.004159,-0.010586,0.019870,-2.391956,4.645495,5.376008,-697.815220,-331.016987,772.345989,0.010940,2.552522,-0.107799,-25.389352
1.451336,0.378843,0.494116,0.622634,0.916686,0.004159,-0.013207,0.015504,-2.986518,3.643699,4.865006,-585.175104,-542.192281,797.748314,0.009808,2.278592,-0.273931,-62.755818
1.455495,0.373980,0.495852,0.621072,0.924601,0.004159,-0.014383,0.010515,-3.284122,2.510997,4.286331,-416.677598,-700.514533,815.071059,0.007915,1.869035,-0.409556,-93.737850
1.459653,0.369581,0.495936,0.618500,0.930363,0.004159,-0.014274,0.005327,-3.260169,1.361026,3.674297,-208.777608,-789.810015,816.938155,0.005761,1.367099,-0.501936,-115.271069
1.463812,0.366121,0.494777,0.615507,0.933745,0.004159,-0.012723,0.000662,-2.930902,0.299971,3.081340,13.373873,-804.059802,804.171017,0.003382,0.812357,-0.554742,-126.087385
1.467970,0.363815,0.492670,0.612442,0.934724,0.004159,-0.010165,-0.003182,-2.339876,-0.577030,2.557958,227.061028,-742.572024,776.511378,0.000979,0.257288,-0.555069,-125.527746
1.472129,0.362964,0.490243,0.609984,0.933483,0.004159,-0.006616,-0.005693,-1.556731,-1.194568,2.148495,409.622573,-614.538662,738.544799,-0.001241,-0.238289,-0.495577,-114.082092
1.476288,0.363491,0.487841,0.608370,0.930437,0.004159,-0.002630,-0.006937,-0.665032,-1.503085,1.889364,544.869441,-433.577279,696.327484,-0.003045,-0.636390,-0.398101,-92.848945
1.480446,0.365231,0.485974,0.607918,0.926307,0.004159,0.001416,-0.006696,0.244992,-1.485397,1.804613,621.578350,-218.433108,658.841914,-0.004131,-0.901223,-0.264833,-64.599091
1.484605,0.368042,0.484886,0.608745,0.921542,0.004159,0.005078,-0.005356,1.100287,-1.167695,1.893713,638.927917,6.461994,638.960594,-0.004764,-1.033163,-0.131940,-32.512389
1.488763,0.371570,0.484979,0.610957,0.917035,0.004159,0.008079,-0.002861,1.830034,-0.603938,2.139995,599.983840,216.216058,637.753864,-0.004507,-1.023422,0.009740,0.413567
1.492922,0.375552,0.486496,0.614588,0.913393,0.004159,0.010321,0.000523,2.388668,0.140323,2.509973,515.485434,390.933574,646.957720,-0.003642,-0.882378,0.141045,30.433719
1.497080,0.379716,0.489278,0.619336,0.910815,0.004159,0.011673,0.004391,2.733348,0.991790,2.965865,392.699034,519.287308,651.054406,-0.002577,-0.626882,0.255496,55.149160
1.501239,0.383707,0.493222,0.624899,0.909640,0.004159,0.012137,0.008243,2.858087,1.880917,3.453552,247.213859,597.528214,646.648791,-0.001175,-0.296841,0.330041,73.453435
1.505397,0.387411,0.498178,0.631085,0.909829,0.004159,0.011859,0.011682,2.774181,2.738280,3.925257,92.703706,624.725845,631.566591,0.000189,0.072115,0.368956,84.643045
1.509556,0.390416,0.504053,0.637569,0.911765,0.004159,0.010700,0.014775,2.509998,3.504255,4.331614,-53.708506,604.167435,606.549992,0.001936,0.451216,0.379101,89.059753
1.513715,0.392561,0.510560,0.644030,0.915319,0.004159,0.008854,0.017337,2.095911,4.123344,4.645453,-183.278976,539.232238,569.528392,0.003554,0.805182,0.353966,86.653383
1.517873,0.393770,0.517475,0.650258,0.920327,0.004159,0.006359,0.019297,1.561748,4.564970,4.849461,-291.551452,439.260493,527.211561,0.005008,1.128318,0.323137,78.513212
1.522032,0.394209,0.524479,0.656109,0.926260,0.004159,0.003793,0.020426,0.948874,4.822492,4.944047,-375.400591,316.993848,491.335632,0.005933,1.406358,0.278040,66.073556
1.526190,0.393724,0.531281,0.661270,0.933026,0.004159,0.001163,0.020721,0.294471,4.899382,4.939959,-433.188741,186.612220,471.674258,0.006766,1.624475,0.218117,51.606230
1.530349,0.392321,0.537590,0.665521,0.940364,0.004159,-0.001450,0.020115,-0.357266,4.800636,4.844508,-461.461667,56.670253,464.928369,0.007338,1.773302,0.148827,35.844608
1.534507,0.390150,0.543342,0.668908,0.948055,0.004159,-0.004058,0.018863,-0.966760,4.532860,4.670338,-460.648806,-69.647068,465.884145,0.007690,1.846326,0.073024,19.802817
1.538666,0.387272,0.548450,0.671399,0.955974,0.004159,-0.006452,0.017169,-1.500073,4.121438,4.428534,-431.530640,-187.070626,470.334043,0.007920,1.851923,0.005597,4.268994
1.542824,0.384014,0.552723,0.673030,0.963590,0.004159,-0.008306,0.015133,-1.935824,3.602958,4.139524,-379.592707,-288.003490,476.483613,0.007616,1.802742,-0.049181,-10.706557
1.546983,0.380432,0.556010,0.673703,0.970741,0.004159,-0.009718,0.012668,-2.265403,3.023029,3.822801,-312.281977,-363.066226,478.891552,0.007151,1.712019,-0.090723,-23.644006
1.551142,0.376816,0.558400,0.673647,0.977174,0.004159,-0.010456,0.009950,-2.474650,2.417461,3.493307,-234.354628,-409.752085,472.036930,0.006433,1.568389,-0.143630,-34.105400
1.555300,0.373243,0.559997,0.672983,0.982903,0.004159,-0.010772,0.007274,-2.558747,1.819575,3.160342,-149.793171,-428.846663,454.254834,0.005729,1.390439,-0.177950,-41.809275
1.559459,0.369926,0.560916,0.671916,0.987769,0.004159,-0.010506,0.004905,-2.519182,1.249716,2.824294,-61.025964,-426.425120,430.769719,0.004866,1.185505,-0.204933,-47.064552
1.563617,0.366871,0.561307,0.670567,0.991894,0.004159,-0.009946,0.002908,-2.373913,0.734531,2.487577,24.223956,-404.690872,405.415222,0.004125,0.966655,-0.218850,-49.935806
1.567776,0.364250,0.561223,0.669066,0.995105,0.004159,-0.008993,0.001226,-2.148473,0.296484,2.156058,98.657874,-366.254620,379.309667,0.003211,0.758456,-0.208200,-51.061208
1.571934,0.362193,0.560650,0.667467,0.997222,0.004159,-0.007733,-0.000265,-1.860734,-0.049210,1.830429,158.335885,-312.350142,350.189754,0.002117,0.553575,-0.204881,-50.309305
1.576093,0.360579,0.559913,0.665972,0.998657,0.004159,-0.006292,-0.001395,-1.534032,-0.301990,1.513587,201.964567,-249.250274,320.804279,0.001435,0.360698,-0.192877,-47.391193
1.580251,0.359504,0.559044,0.664661,0.999309,0.004159,-0.004745,-0.002179,-1.178431,-0.474217,1.222212,233.263997,-185.329023,297.924385,0.000652,0.178773,-0.181925,-43.568179
1.584410,0.358906,0.558206,0.663632,0.999384,0.004159,-0.003287,-0.002444,-0.814461,-0.573494,0.975350,251.595132,-126.073632,281.415478,0.000075,0.018923,-0.159850,-38.944322
1.588569,0.358699,0.557426,0.662864,0.999010,0.004159,-0.001880,-0.002486,-0.448797,-0.611117,0.794020,260.964341,-74.335080,271.344968,-0.000374,-0.129250,-0.148172,-34.160836
1.592727,0.359066,0.556689,0.662443,0.997942,0.004159,-0.000438,-0.002356,-0.097271,-0.590778,0.692274,259.984477,-28.029238,261.491044,-0.001068,-0.248534,-0.119285,-29.502236
1.596886,0.359833,0.556116,0.662378,0.996500,0.004159,0.000927,-0.002090,0.231719,-0.521655,0.672330,251.572979,12.465581,251.881627,-0.001442,-0.341281,-0.092746,-23.998674
1.601044,0.360962,0.555673,0.662621,0.994706,0.004159,0.002263,-0.001753,0.528317,-0.417318,0.722903,234.964701,46.602358,239.541625,-0.001794,-0.419681,-0.078401,-18.443056
1.605203,0.362412,0.555496,0.663263,0.992728,0.004159,0.003346,-0.001193,0.789892,-0.289950,0.832391,213.334404,72.339565,225.265578,-0.001978,-0.474728,-0.055047,-12.801933
1.609361,0.364191,0.555462,0.664209,0.990457,0.004159,0.004358,-0.000653,1.016998,-0.149472,0.984634,188.834382,89.498271,208.969769,-0.002270,-0.511274,-0.036546,-7.459231
1.613520,0.366032,0.555757,0.665467,0.988386,0.004159,0.005070,0.000084,1.204319,0.008277,1.159344,162.556971,102.342165,192.090311,-0.002071,-0.523051,-0.011777,-2.143911
1.617678,0.368017,0.556276,0.666993,0.986328,0.004159,0.005605,0.000780,1.344075,0.180795,1.329973,133.263282,113.199064,174.851738,-0.002058,-0.503905,0.019146,2.221225
1.621837,0.370107,0.556971,0.668727,0.984295,0.004159,0.005917,0.001509,1.438901,0.360951,1.474044,101.454323,122.740389,159.242528,-0.002033,-0.475841,0.028064,6.256107
1.625996,0.372248,0.557966,0.670742,0.982457,0.004159,0.006216,0.002208,1.491909,0.543574,1.586427,69.156283,128.721823,146.122890,-0.001838,-0.431820,0.044021,10.144117
1.630154,0.374376,0.559247,0.672989,0.980883,0.004159,0.006359,0.002971,1.513077,0.720124,1.676551,40.639669,129.691462,135.909743,-0.001574,-0.377176,0.054644,13.409717
1.634313,0.376382,0.560768,0.675370,0.979668,0.004159,0.006275,0.003797,1.502582,0.894257,1.748530,15.313153,128.242967,129.153983,-0.001215,-0.311712,0.065465,15.998458
1.638471,0.378258,0.562458,0.677818,0.978760,0.004159,0.006010,0.004492,1.466893,1.058965,1.808933,-6.015516,123.934971,124.080875,-0.000908,-0.245060,0.066652,17.773323
1.642630,0.380150,0.564304,0.680406,0.977967,0.004159,0.005774,0.005057,1.403213,1.216047,1.856117,-26.418852,119.253775,122.145072,-0.000794,-0.163708,0.081352,19.015143
1.646788,0.381844,0.566398,0.683090,0.977623,0.004159,0.005462,0.005630,1.312050,1.364080,1.893966,-45.816762,112.977530,121.914305,-0.000344,-0.074179,0.089529,20.425568
1.650947,0.383336,0.568615,0.685762,0.977626,0.004159,0.005078,0.006157,1.192917,1.500236,1.921142,-65.882684,106.111661,124.900811,0.000003,0.014326,0.088505,20.979401
1.655105,0.384646,0.571042,0.688507,0.978018,0.004159,0.004497,0.006739,1.057980,1.619327,1.941829,-83.017532,96.975916,127.656723,0.000392,0.098110,0.083784,21.114788
1.659264,0.385683,0.573550,0.691166,0.978801,0.004159,0.003839,0.007152,0.913199,1.720078,1.957296,-95.910845,85.606079,128.558512,0.000783,0.181658,0.083548,20.419195
1.663423,0.386425,0.576146,0.693735,0.980002,0.004159,0.003089,0.007531,0.760376,1.804593,1.967654,-104.012195,73.188213,127.181175,0.001201,0.263911,0.082253,18.989841
1.667581,0.387023,0.578885,0.696344,0.981479,0.004159,0.002377,0.007843,0.598368,1.871718,1.971711,-110.521904,60.691958,126.089670,0.001477,0.342097,0.078187,16.776650
1.671740,0.387424,0.581519,0.698757,0.983098,0.004159,0.001740,0.007969,0.436849,1.910135,1.962452,-114.547017,45.702586,123.327797,0.001619,0.399822,0.057724,14.360489
1.675898,0.387651,0.584132,0.701059,0.984894,0.004159,0.001226,0.007986,0.281234,1.919284,1.939981,-115.218437,27.579353,118.473242,0.001796,0.449844,0.050022,11.917259
1.680057,0.387664,0.586808,0.703297,0.986983,0.004159,0.000641,0.007923,0.142520,1.896458,1.900596,-109.617020,5.949056,109.778333,0.002089,0.481280,0.031436,9.271652
1.684215,0.387491,0.589298,0.705282,0.989134,0.004159,0.000067,0.007779,0.018163,1.851663,1.850230,-100.680656,-14.060630,101.657738,0.002151,0.503976,0.022696,6.299880
1.688374,0.387188,0.591650,0.707081,0.991320,0.004159,-0.000464,0.007518,-0.091283,1.787855,1.789423,-89.578364,-31.604466,94.990134,0.002186,0.521140,0.017165,3.487475
1.692532,0.386834,0.593833,0.708716,0.993425,0.004159,-0.000830,0.007025,-0.190439,1.709675,1.720315,-80.066010,-44.915286,91.803861,0.002105,0.529495,0.008355,1.043152
