Time (sec),X,Y,R,Theta,Delta_Time,Delta_X,Delta_Y,Speed_X,Speed_Y,Speed,Acceleration_X,Acceleration_Y,Acceleration,Delta_Theta,Angular_Velocity,Delta_Omega,Angular_Acceleration
3.659530,0.354430,0.329360,0.483838,0.748751,0.004159,0.004202,0.006031,0.963571,1.394142,1.655632,-288.671502,301.159237,417.166780,0.002630,0.602743,0.333196,80.040866
3.663688,0.354144,0.331421,0.485033,0.752265,0.004159,0.001749,0.006414,0.386449,1.501994,1.553587,-357.035373,197.031162,407.793497,0.003515,0.859559,0.256816,61.170386
3.667847,0.353006,0.333233,0.485445,0.756592,0.004159,-0.000855,0.006132,-0.233590,1.419207,1.534525,-408.891509,73.706263,415.481503,0.004327,1.025471,0.165912,38.224035
3.672005,0.350937,0.334379,0.484733,0.761242,0.004159,-0.003494,0.005019,-0.863876,1.139703,1.619137,-439.442833,-61.184446,443.681800,0.004650,1.082229,0.056758,11.286066
3.676164,0.348042,0.334619,0.482807,0.765739,0.004159,-0.006102,0.003199,-1.464774,0.669093,1.822122,-445.160130,-200.286016,488.141403,0.004497,1.019922,-0.062307,-18.332640
3.680322,0.344594,0.333722,0.479703,0.769371,0.004159,-0.008412,0.000489,-1.984729,0.028991,2.149599,-421.092952,-334.302516,537.659229,0.003632,0.824384,-0.195538,-49.230021
3.684481,0.340789,0.331589,0.475488,0.771717,0.004159,-0.010148,-0.002790,-2.376450,-0.744644,2.591698,-363.725718,-453.125150,581.049739,0.002346,0.497128,-0.327256,-78.878821
3.688639,0.336844,0.328112,0.470236,0.772267,0.004159,-0.011197,-0.006507,-2.607099,-1.601731,3.115198,-274.692669,-546.060616,611.259567,0.000551,0.064139,-0.432989,-105.164321
3.692798,0.333119,0.323363,0.464254,0.770538,0.004159,-0.011475,-0.010359,-2.653156,-2.486733,3.667754,-160.735275,-604.951327,625.940841,-0.001729,-0.470613,-0.534752,-125.293649
3.696957,0.329954,0.317585,0.457963,0.766299,0.004159,-0.010835,-0.014004,-2.498660,-3.324920,4.186660,-29.387416,-620.474085,621.169631,-0.004239,-1.061990,-0.591377,-136.701124
3.701115,0.327586,0.310939,0.451659,0.759334,0.004159,-0.009259,-0.017173,-2.146092,-4.053583,4.618413,110.857614,-589.592163,599.923603,-0.006965,-1.668519,-0.606529,-137.620819
3.705274,0.326119,0.303771,0.445680,0.749934,0.004159,-0.007000,-0.019592,-1.624344,-4.604811,4.920872,247.396199,-509.330180,566.235033,-0.009401,-2.225143,-0.556624,-126.743266
3.709432,0.325706,0.296569,0.440497,0.738609,0.004159,-0.004248,-0.021016,-0.977043,-4.934170,5.068551,365.900165,-386.973217,532.570372,-0.011325,-2.687120,-0.461977,-104.682624
3.713591,0.326482,0.289590,0.436409,0.725588,0.004159,-0.001104,-0.021349,-0.255587,-5.008622,5.050819,454.606024,-229.656391,509.321799,-0.013021,-3.007560,-0.320440,-72.945703
3.717749,0.328323,0.283307,0.433657,0.711930,0.004159,0.002204,-0.020464,0.487838,-4.821393,4.884147,507.912359,-52.081078,510.575561,-0.013658,-3.155964,-0.148404,-33.278432
3.721908,0.330953,0.277883,0.432144,0.698452,0.004159,0.005247,-0.018686,1.193668,-4.388477,4.599111,521.986622,131.221755,538.227817,-0.013478,-3.115999,0.039965,10.041513
3.726067,0.334240,0.273761,0.432044,0.686253,0.004159,0.007758,-0.015829,1.810787,-3.739723,4.238088,496.896978,305.129818,583.104461,-0.012198,-2.884866,0.231133,53.004881
3.730225,0.338024,0.270972,0.433227,0.675736,0.004159,0.009701,-0.012335,2.294174,-2.924702,3.842955,434.366283,456.093714,629.837712,-0.010517,-2.489759,0.395106,91.029267
3.734384,0.341948,0.269501,0.435384,0.667464,0.004159,0.010995,-0.008382,2.602408,-2.005734,3.450831,338.757065,572.973661,665.623891,-0.008272,-1.958479,0.531280,121.783960
3.738542,0.345829,0.269387,0.438369,0.661779,0.004159,0.011589,-0.004374,2.705327,-1.054699,3.082791,215.108385,645.662568,680.552547,-0.005684,-1.334933,0.623546,142.030051
3.742701,0.349226,0.270432,0.441692,0.658920,0.004159,0.011201,-0.000539,2.591814,-0.146885,2.743060,71.572714,667.976214,671.799729,-0.002859,-0.687538,0.647395,150.403245
3.746859,0.351893,0.272421,0.445019,0.658784,0.004159,0.009946,0.002920,2.273722,0.646210,2.420245,-79.038430,637.707772,642.587174,-0.000136,-0.069583,0.617955,145.774257
3.751018,0.353579,0.274954,0.447904,0.660952,0.004159,0.007750,0.005567,1.769203,1.250141,2.131613,-225.108115,554.240355,598.210694,0.002168,0.469520,0.539103,128.349837
3.755176,0.354038,0.277626,0.449910,0.665013,0.004159,0.004813,0.007194,1.101194,1.611000,1.910393,-358.446378,422.715267,554.231002,0.004061,0.902336,0.432817,98.859451
3.759335,0.353330,0.279994,0.450821,0.670116,0.004159,0.001437,0.007573,0.319027,1.684021,1.793454,-470.041873,249.560422,532.183959,0.005103,1.164320,0.261983,58.796485
3.763494,0.351493,0.281612,0.450392,0.675466,0.004159,-0.002086,0.006659,-0.514710,1.449885,1.815303,-549.208111,48.032108,551.304483,0.005350,1.236436,0.072116,11.212539
3.767652,0.348581,0.282025,0.448383,0.680245,0.004159,-0.005457,0.004400,-1.316869,0.904873,2.009978,-581.466956,-169.801152,605.752633,0.004780,1.085106,-0.151330,-40.986835
3.771811,0.344742,0.280913,0.444701,0.683731,0.004159,-0.008589,0.000919,-2.018036,0.077315,2.394614,-561.988953,-386.361441,681.987350,0.003485,0.710373,-0.374733,-93.783884
3.775969,0.340384,0.278068,0.439526,0.684976,0.004159,-0.011109,-0.003544,-2.544538,-0.978212,2.970551,-488.108871,-583.879979,761.029631,0.001245,0.117142,-0.593231,-142.085621
3.780128,0.336145,0.273361,0.433266,0.682753,0.004159,-0.012436,-0.008664,-2.840356,-2.171356,3.691565,-366.350051,-739.734677,825.481527,-0.002223,-0.648398,-0.765540,-180.233336
3.784286,0.332141,0.266960,0.426128,0.677025,0.004159,-0.012601,-0.013953,-2.866159,-3.390209,4.477716,-203.946450,-833.828939,858.408325,-0.005727,-1.522813,-0.874415,-201.411620
3.788445,0.328976,0.259045,0.418724,0.667028,0.004159,-0.011408,-0.019023,-2.601501,-4.510828,5.220498,-13.697654,-849.481210,849.591638,-0.009997,-2.435792,-0.912979,-202.064868
3.792603,0.326920,0.250204,0.411678,0.653245,0.004159,-0.009225,-0.023157,-2.057707,-5.406899,5.799157,188.202156,-778.044824,800.483479,-0.013783,-3.262264,-0.826471,-178.087024
3.796762,0.326271,0.241025,0.405642,0.636247,0.004159,-0.005870,-0.025934,-1.274583,-5.966305,6.111766,382.723161,-619.468659,728.160997,-0.016997,-3.893788,-0.631524,-130.757229
3.800921,0.327194,0.232432,0.401348,0.617659,0.004159,-0.001783,-0.026613,-0.329827,-6.101638,6.122608,546.265109,-382.539117,666.889605,-0.018588,-4.230855,-0.337067,-64.305216
3.805079,0.329625,0.224910,0.399045,0.598761,0.004159,0.002706,-0.025294,0.674996,-5.771953,5.871587,657.127836,-87.783934,662.965317,-0.018898,-4.200349,0.030506,13.804335
3.809238,0.333347,0.219073,0.398890,0.581416,0.004159,0.007076,-0.021952,1.634471,-4.985236,5.440970,699.534669,235.915595,738.244486,-0.017346,-3.796888,0.403461,94.207359
3.813396,0.337860,0.215571,0.400775,0.567928,0.004159,0.010666,-0.016861,2.422797,-3.806925,4.924809,661.918095,551.805178,861.756647,-0.013488,-3.033029,0.763858,166.205072
3.817555,0.342748,0.214395,0.404279,0.558972,0.004159,0.013123,-0.010515,2.937854,-2.374771,4.391374,544.145194,816.913920,981.550990,-0.008956,-2.039501,0.993528,217.368166
3.821713,0.347384,0.215453,0.408774,0.555152,0.004159,0.014038,-0.003620,3.092379,-0.870311,3.862987,350.580196,989.508113,1049.777490,-0.003820,-0.940904,1.098597,240.616718
3.825872,0.351088,0.218390,0.413470,0.556467,0.004159,0.013229,0.002819,2.855323,0.505242,3.352829,104.008787,1036.938669,1042.141848,0.001315,0.124361,1.065265,231.153581
3.830030,0.353368,0.222449,0.417556,0.561836,0.004159,0.010620,0.008053,2.247863,1.575546,2.905217,-165.920889,949.924994,964.306608,0.005369,1.005313,0.880951,187.809324
3.834189,0.353684,0.226541,0.420016,0.569680,0.004159,0.006300,0.011088,1.340631,2.186528,2.598597,-421.239506,735.072226,847.215379,0.007844,1.564878,0.559565,116.003797
3.838348,0.352327,0.229626,0.420550,0.577597,0.004159,0.001239,0.011235,0.260789,2.232854,2.497047,-623.902759,415.435300,749.560632,0.007917,1.695459,0.130581,25.134941
3.842506,0.349335,0.231101,0.418859,0.584448,0.004159,-0.004033,0.008652,-0.854210,1.691838,2.631871,-745.949574,27.964482,746.473562,0.006851,1.404029,-0.291430,-70.661276
3.846665,0.345096,0.230388,0.414934,0.588653,0.004159,-0.008589,0.003848,-1.841366,0.627034,2.992030,-765.168552,-375.008645,852.123463,0.004206,0.688896,-0.715133,-159.241068
3.850823,0.340498,0.227034,0.409247,0.588074,0.004159,-0.011829,-0.002592,-2.552490,-0.815014,3.542898,-676.503592,-732.914820,997.407260,-0.000579,-0.372751,-1.061647,-227.600487
3.854982,0.335938,0.221045,0.402139,0.581974,0.004159,-0.013397,-0.010055,-2.874046,-2.428870,4.236014,-485.706072,-990.898668,1103.535482,-0.006100,-1.601501,-1.228750,-263.409987
3.859140,0.332276,0.212925,0.394644,0.569885,0.004159,-0.012820,-0.017464,-2.755912,-3.971449,4.987871,-219.919094,-1105.788212,1127.444889,-0.012090,-2.818198,-1.216697,-260.687380
3.863299,0.329933,0.203649,0.387722,0.553002,0.004159,-0.010565,-0.023385,-2.228708,-5.214206,5.662574,77.859184,-1057.865167,1060.726527,-0.016883,-3.843749,-1.025551,-218.431800
3.867457,0.329533,0.193994,0.382394,0.532065,0.004159,-0.006406,-0.027051,-1.360665,-5.986246,6.113815,363.919987,-855.435378,929.627582,-0.020937,-4.543275,-0.699527,-143.650225
3.871616,0.331008,0.185047,0.379221,0.509759,0.004159,-0.001268,-0.027877,-0.278760,-6.179754,6.224696,595.675844,-531.026938,798.009599,-0.022306,-4.781215,-0.237939,-45.092394
3.875775,0.334017,0.177900,0.378438,0.489393,0.004159,0.004084,-0.025749,0.863912,-5.754761,5.993373,743.676288,-129.986274,754.950895,-0.020367,-4.491589,0.289625,61.738975
3.879933,0.338286,0.172961,0.379938,0.472636,0.004159,0.008753,-0.021033,1.900178,-4.766989,5.518725,784.128505,293.192512,837.149545,-0.016757,-3.748171,0.743418,158.748746
3.884092,0.343170,0.170479,0.383182,0.461065,0.004159,0.012162,-0.014569,2.671900,-3.362132,4.924646,709.539512,677.548213,981.079966,-0.011571,-2.648354,1.099817,232.516491
3.888250,0.348176,0.170580,0.387717,0.455554,0.004159,0.014160,-0.007320,3.070474,-1.760770,4.278657,530.607726,960.427437,1097.253581,-0.005511,-1.381733,1.266621,270.635101
3.892409,0.352340,0.172851,0.392455,0.456084,0.004159,0.014054,-0.000110,3.022030,-0.195485,3.623738,269.769489,1099.300657,1131.917625,0.000530,-0.115505,1.266228,266.898576
3.896567,0.355088,0.176551,0.396557,0.461409,0.004159,0.011918,0.006073,2.538458,1.097070,3.033834,-32.088434,1072.295590,1072.775605,0.005325,0.924639,1.040144,219.310465
3.900726,0.356141,0.180551,0.399293,0.469203,0.004159,0.007965,0.009971,1.687047,1.917250,2.619027,-332.669976,884.446185,944.941462,0.007794,1.565069,0.640429,134.559879
3.904884,0.355193,0.183981,0.400014,0.477924,0.004159,0.002853,0.011130,0.591239,2.133818,2.462281,-584.527542,560.122950,809.574065,0.008721,1.732844,0.167775,26.924099
3.909043,0.352488,0.185747,0.398434,0.484982,0.004159,-0.002600,0.009195,-0.585038,1.701731,2.594763,-751.101105,145.401673,765.045435,0.007058,1.353294,-0.379550,-87.805952
3.913202,0.348379,0.185250,0.394570,0.488722,0.004159,-0.007763,0.004699,-1.664242,0.685661,2.984722,-805.878089,-296.157667,858.573735,0.003740,0.489325,-0.863969,-189.582228
3.917360,0.343583,0.181904,0.388765,0.486914,0.004159,-0.011610,-0.002078,-2.460307,-0.769964,3.584172,-733.799254,-698.266809,1012.935280,-0.001808,-0.755194,-1.244519,-261.444450
3.921519,0.338850,0.175725,0.381705,0.478411,0.004159,-0.013637,-0.010021,-2.839740,-2.429501,4.304985,-542.183760,-993.429275,1131.753045,-0.008503,-2.162084,-1.406889,-288.608152
3.925677,0.335045,0.167457,0.374562,0.463492,0.004159,-0.013334,-0.017793,-2.733256,-4.017597,5.041218,-257.063628,-1130.983511,1159.829907,-0.014920,-3.475168,-1.313084,-264.600875
3.929836,0.332971,0.157887,0.368508,0.442775,0.004159,-0.010611,-0.024017,-2.149628,-5.258908,5.643783,74.708281,-1079.447749,1082.029930,-0.020717,-4.470492,-0.995324,-193.224824
3.933994,0.332824,0.148409,0.364413,0.419445,0.004159,-0.006026,-0.027317,-1.182839,-5.923083,5.982784,398.431668,-840.094959,929.788866,-0.023329,-4.930040,-0.459548,-83.527111
3.938153,0.334880,0.139976,0.362958,0.395916,0.004159,-0.000164,-0.027481,0.013103,-5.874993,6.003309,660.411660,-446.644412,797.267076,-0.023529,-4.761919,0.168121,43.588855
3.942311,0.338728,0.133937,0.364247,0.376545,0.004159,0.005757,-0.023950,1.223262,-5.092861,5.737438,811.072224,39.929054,812.054482,-0.019372,-3.964297,0.797622,166.549542
3.946470,0.343583,0.130932,0.367685,0.364090,0.004159,0.010759,-0.017476,2.228318,-3.699712,5.282702,820.274430,534.649880,979.132593,-0.012455,-2.674872,1.289425,259.629338
3.950629,0.348851,0.131172,0.372697,0.359659,0.004159,0.013970,-0.008804,2.836778,-1.950309,4.686416,679.003525,943.761220,1162.639680,-0.004431,-1.159430,1.515442,303.232821
3.954787,0.353318,0.134198,0.377945,0.362993,0.004159,0.014590,0.000261,2.925977,-0.171447,3.983394,409.448754,1183.442903,1252.272089,0.003334,0.322252,1.481682,287.371781
3.958946,0.356200,0.138914,0.382329,0.371846,0.004159,0.012617,0.007982,2.480638,1.285461,3.334387,60.674917,1198.774801,1200.309322,0.008854,1.434889,1.112637,212.315827
3.963104,0.356929,0.143887,0.384840,0.383197,0.004159,0.008079,0.012714,1.582632,2.149210,2.908171,-301.581857,985.803373,1030.902472,0.011351,1.979098,0.544209,92.579560
3.967263,0.355362,0.147545,0.384774,0.393537,0.004159,0.002044,0.013347,0.411429,2.228949,2.827714,-604.668444,577.218604,835.945719,0.010341,1.771847,-0.207251,-48.793438
3.971421,0.351919,0.148430,0.381940,0.399134,0.004159,-0.004282,0.009516,-0.803782,1.502220,3.098693,-789.798086,52.123681,791.516200,0.005597,0.850528,-0.921319,-182.969291
3.975580,0.347291,0.146154,0.376792,0.398342,0.004159,-0.009638,0.002267,-1.827696,0.090291,3.645716,-820.075049,-495.104251,957.941180,-0.000792,-0.601878,-1.452406,-281.704515
3.979738,0.342630,0.140419,0.370288,0.388947,0.004159,-0.012731,-0.007126,-2.446098,-1.726584,4.325337,-687.144069,-951.179220,1173.417607,-0.009394,-2.297734,-1.695856,-326.303341
3.983897,0.338791,0.132057,0.363619,0.371674,0.004159,-0.013127,-0.016372,-2.541605,-3.588621,5.002156,-417.890926,-1224.184818,1293.546016,-0.017274,-3.870244,-1.572510,-304.821369
3.988056,0.336613,0.121905,0.358007,0.347461,0.004159,-0.010679,-0.024249,-2.077854,-5.119139,5.583394,-60.155162,-1252.701433,1254.144937,-0.024213,-5.002166,-1.131922,-222.256481
3.992214,0.336642,0.111686,0.354685,0.320338,0.004159,-0.005988,-0.028733,-1.156973,-6.008513,5.979306,309.993355,-1029.667222,1075.318775,-0.027123,-5.462634,-0.460468,-91.819764
3.996373,0.338762,0.102853,0.354031,0.294769,0.004159,-0.000029,-0.029205,0.043519,-6.074659,6.139689,621.639698,-597.812801,862.447714,-0.025569,-5.156829,0.305805,58.553781
4.000531,0.342909,0.096662,0.356272,0.274759,0.004159,0.006296,-0.025243,1.276716,-5.314773,5.987134,806.667093,-47.043723,808.037692,-0.020010,-4.173088,0.983740,197.890123
4.004690,0.347974,0.093796,0.360394,0.263292,0.004159,0.011332,-0.017889,2.291007,-3.877764,5.535013,829.128997,512.377133,974.671853,-0.011467,-2.664030,1.509059,298.113447
4.008848,0.353356,0.094315,0.365726,0.260831,0.004159,0.014594,-0.008538,2.890069,-2.055454,4.884106,684.504399,966.490669,1184.335461,-0.002461,-0.953065,1.710965,338.157265
4.013007,0.357730,0.097543,0.370790,0.266200,0.004159,0.014821,0.000881,2.957577,-0.189256,4.119517,404.193271,1232.523040,1297.106489,0.005369,0.655497,1.608562,310.011295
4.017165,0.360482,0.102385,0.374740,0.276735,0.004159,0.012508,0.008589,2.485089,1.343557,3.416442,46.670522,1255.560933,1256.428030,0.010535,1.793512,1.138015,219.662355
4.021324,0.360979,0.107274,0.376582,0.288862,0.004159,0.007624,0.012959,1.565008,2.248317,2.958597,-318.634908,1034.919296,1082.860173,0.012127,2.235993,0.442481,85.908062
4.025483,0.359264,0.110965,0.376011,0.299573,0.004159,0.001534,0.013422,0.373551,2.348805,2.856438,-621.375561,610.322689,870.977251,0.010711,1.910802,-0.325191,-63.447868
4.029641,0.355914,0.112175,0.373173,0.305319,0.004159,-0.004568,0.009790,-0.849002,1.643471,3.094116,-801.742209,72.119734,804.979395,0.005746,0.875449,-1.035353,-198.861637
4.033800,0.351396,0.110299,0.368300,0.304150,0.004159,-0.009583,0.003026,-1.873957,0.281510,3.566360,-826.961366,-472.954200,952.654595,-0.001169,-0.646374,-1.521823,-290.453046
4.037958,0.346685,0.105065,0.362255,0.294259,0.004159,-0.012580,-0.005900,-2.482856,-1.452373,4.128207,-686.874819,-914.061951,1143.374946,-0.009891,-2.315614,-1.669240,-319.788753
4.042117,0.342892,0.097353,0.356444,0.276638,0.004159,-0.013022,-0.014821,-2.559045,-3.197530,4.637666,-411.210806,-1164.106341,1234.600300,-0.017621,-3.774619,-1.459005,-278.174124
4.046275,0.340624,0.088322,0.351889,0.253707,0.004159,-0.010772,-0.021977,-2.075495,-4.581297,5.020269,-48.463248,-1169.349895,1170.353734,-0.022931,-4.707282,-0.932663,-175.487246
4.050434,0.340477,0.079228,0.349573,0.228628,0.004159,-0.006208,-0.025838,-1.142552,-5.308232,5.256085,322.300453,-927.210881,981.630073,-0.025079,-4.908397,-0.201115,-32.974040
4.054592,0.342618,0.071680,0.350036,0.206238,0.004159,-0.000274,-0.025673,0.047211,-5.203023,5.360492,626.721361,-482.256949,790.791647,-0.022390,-4.305556,0.602842,120.909614
4.058751,0.346790,0.067103,0.353222,0.191136,0.004159,0.006165,-0.021219,1.252033,-4.267990,5.301370,800.164201,75.340507,803.703267,-0.015102,-3.026519,1.279036,251.869325
4.062910,0.351902,0.065991,0.358036,0.185373,0.004159,0.011425,-0.013237,2.218184,-2.679950,5.055120,808.149671,632.017742,1025.939724,-0.005763,-1.311652,1.714867,330.285449
4.067068,0.357022,0.068414,0.363518,0.189329,0.004159,0.014404,-0.003266,2.748917,-0.775471,4.631781,649.674049,1064.685025,1247.249202,0.003956,0.458035,1.769687,339.439364
4.071227,0.361034,0.073598,0.368459,0.201097,0.004159,0.014244,0.006494,2.728380,1.048951,4.088277,355.014296,1278.554520,1326.927583,0.011768,1.927812,1.469777,275.811113
4.075385,0.363103,0.080016,0.371815,0.216900,0.004159,0.011201,0.014025,2.162745,2.411742,3.605888,-13.331270,1224.389312,1224.461886,0.015803,2.784517,0.856706,152.442624
4.079544,0.362943,0.085840,0.372956,0.232243,0.004159,0.005921,0.017426,1.166859,3.022731,3.361851,-380.434538,913.346224,989.409805,0.015343,2.787274,0.002756,-3.489414
4.083702,0.360482,0.089451,0.371415,0.243231,0.004159,-0.000552,0.015854,-0.046396,2.747954,3.421794,-667.245150,408.555799,782.389884,0.010988,1.939463,-0.847810,-157.340653
4.087861,0.356575,0.089772,0.367702,0.246635,0.004159,-0.006528,0.009756,-1.199613,1.648071,3.719234,-808.539913,-183.638544,829.132019,0.003404,0.451821,-1.487643,-276.889210
4.092019,0.351936,0.086552,0.362422,0.241146,0.004159,-0.011008,0.000712,-2.032932,-0.037963,4.108071,-769.447578,-735.999263,1064.774384,-0.005489,-1.369370,-1.821191,-336.139868
4.096178,0.347709,0.080125,0.356821,0.226485,0.004159,-0.012773,-0.009326,-2.360520,-1.942223,4.459059,-556.472742,-1127.837720,1257.648534,-0.014661,-3.094274,-1.724903,-323.910666
4.100337,0.344923,0.071482,0.352252,0.204348,0.004159,-0.011652,-0.018290,-2.116852,-3.649992,4.727877,-220.566656,-1274.014765,1292.966848,-0.022137,-4.327663,-1.233389,-243.102851
4.104495,0.344388,0.062455,0.350005,0.179401,0.004159,-0.007548,-0.024097,-1.358935,-4.784195,4.943961,162.074708,-1141.317248,1152.767657,-0.024946,-4.833423,-0.505761,-110.515695
4.108654,0.346234,0.054503,0.350497,0.156135,0.004159,-0.001475,-0.025623,-0.244631,-5.112116,5.133712,508.803610,-762.257928,916.470546,-0.023266,-4.546617,0.286806,42.390222
4.112812,0.350035,0.048797,0.353420,0.138513,0.004159,0.005112,-0.022685,0.976618,-4.592374,5.222584,743.880782,-226.612847,777.632304,-0.017622,-3.543691,1.002926,183.336621
4.116971,0.355050,0.046487,0.358080,0.130191,0.004159,0.010662,-0.015968,2.055128,-3.364719,5.077423,820.973116,341.338795,889.105747,-0.008321,-2.058745,1.484946,284.199318
4.121129,0.360339,0.047570,0.363465,0.131257,0.004159,0.014105,-0.006932,2.753219,-1.709753,4.664368,720.887195,818.159626,1090.441893,0.001066,-0.401049,1.657697,322.067458
4.125288,0.364835,0.051148,0.368403,0.139288,0.004159,0.014800,0.002352,2.938010,0.022585,4.109866,471.652259,1109.750273,1205.819854,0.008031,1.101595,1.502644,292.775502
4.129446,0.367870,0.056134,0.372128,0.151423,0.004159,0.012820,0.009646,2.569930,1.479238,3.590289,123.793530,1164.816956,1171.376702,0.012136,2.130457,1.028861,209.646342
4.133605,0.368599,0.061237,0.373651,0.164631,0.004159,0.008260,0.013667,1.738765,2.401360,3.231999,-243.943668,988.591300,1018.244211,0.013208,2.545016,0.414559,94.201010
4.137764,0.367364,0.065203,0.373105,0.175659,0.004159,0.002529,0.014054,0.612223,2.641434,3.097925,-559.277710,629.749568,842.244665,0.011028,2.287578,-0.257438,-27.543189
4.141922,0.364266,0.067183,0.370410,0.182385,0.004159,-0.003603,0.011050,-0.593337,2.194146,3.161266,-760.664583,171.912548,779.849045,0.006726,1.431621,-0.855957,-129.600720
4.146081,0.360136,0.067032,0.366322,0.184023,0.004159,-0.008462,0.005795,-1.657418,1.214042,3.289022,-816.673641,-285.512078,865.143330,0.001638,0.305631,-1.125990,-192.337794
4.150239,0.355648,0.064668,0.361480,0.179865,0.004159,-0.011716,-0.000535,-2.356700,-0.009503,3.275462,-713.931009,-637.465789,957.110295,-0.004158,-0.767098,-1.072729,-206.053113
4.154398,0.351611,0.060807,0.356830,0.171245,0.004159,-0.012655,-0.006376,-2.575812,-1.152742,3.101296,-476.721993,-804.819836,935.413719,-0.008620,-1.586342,-0.819244,-170.415258
4.158556,0.348594,0.056033,0.353068,0.159376,0.004159,-0.011543,-0.010999,-2.291467,-1.960067,2.927552,-152.468627,-763.271875,778.351230,-0.011870,-1.995242,-0.408900,-98.218540
4.162715,0.347338,0.051654,0.351158,0.147632,0.004159,-0.008310,-0.013014,-1.631438,-2.289462,2.800847,174.402256,-548.257217,575.327839,-0.011744,-1.931375,0.063867,-0.220261
4.166873,0.348197,0.049328,0.351674,0.140729,0.004159,-0.003414,-0.011480,-0.744190,-2.091921,2.729892,440.446555,-225.842588,494.972769,-0.006903,-1.430418,0.500957,95.373327
4.171032,0.351017,0.049227,0.354452,0.139331,0.004159,0.002423,-0.006806,0.176982,-1.432176,2.668514,593.583194,126.941025,607.004969,-0.001398,-0.610409,0.820009,162.697347
4.175191,0.353883,0.050731,0.357500,0.142386,0.004159,0.006545,-0.000923,0.981791,-0.443071,2.615439,628.398207,443.997925,769.427361,0.003054,0.397038,1.007447,194.837548
4.179349,0.356946,0.053866,0.360988,0.149779,0.004159,0.008749,0.004539,1.538823,0.689481,2.630060,548.991689,668.838495,865.295792,0.007393,1.402705,1.005666,194.770196
4.183508,0.359399,0.058098,0.364064,0.160266,0.004159,0.008382,0.008871,1.762527,1.797563,2.775780,381.272962,776.649156,865.189565,0.010487,2.307866,0.905161,167.846765
4.187666,0.361211,0.062994,0.366663,0.172661,0.004159,0.007329,0.012263,1.666099,2.640924,2.987724,164.554191,741.602384,759.639505,0.012396,2.731274,0.423408,123.779375
4.191825,0.362227,0.067963,0.368547,0.185469,0.004159,0.005280,0.014097,1.328902,3.098310,3.177123,-50.479213,579.246498,581.441877,0.012808,2.774968,0.043693,74.358827
4.195983,0.362513,0.072742,0.369739,0.198030,0.004159,0.003114,0.014644,0.896475,3.188204,3.226133,-208.257853,334.404763,393.951620,0.012561,2.699865,-0.075102,29.441680
4.200142,0.362033,0.076901,0.370110,0.209305,0.004159,0.000822,0.013907,0.500310,3.100039,3.112198,-280.334985,110.402616,301.291290,0.011274,2.606747,-0.093118,-4.274655
4.204300,0.361224,0.080281,0.370037,0.218694,0.004159,-0.001003,0.012318,0.166111,2.968221,2.932866,-279.614146,-31.282389,281.358594,0.009389,2.511866,-0.094881,-22.830699
4.208459,0.361409,0.081921,0.370577,0.222903,0.004159,-0.001104,0.009179,-0.093296,2.843021,2.801031,-238.008245,-83.005603,252.067164,0.004210,2.445838,-0.066028,-26.749349
4.212618,0.361262,0.085145,0.371160,0.231463,0.004159,-0.000771,0.008243,-0.328211,2.735552,2.721445,-199.232875,-87.647605,217.659921,0.008559,2.422577,-0.023261,-13.139600
4.216776,0.360870,0.089768,0.371867,0.243805,0.004159,-0.000354,0.009486,-0.517715,2.654927,2.689822,-164.438311,-75.337098,180.874643,0.012342,2.406228,-0.016348,-12.811195
4.220935,0.360103,0.094391,0.372268,0.256354,0.004159,-0.001306,0.012470,-0.666251,2.586343,2.649980,-137.777475,-61.722946,150.971370,0.012549,2.367574,-0.038654,-28.509347
4.225093,0.358223,0.098192,0.371437,0.267537,0.004159,-0.003038,0.013047,-0.759029,2.501763,2.542355,-103.598096,-56.218663,117.869010,0.011183,2.275319,-0.092255,-50.022542
4.229252,0.356811,0.101361,0.370929,0.276783,0.004159,-0.004058,0.011593,-0.781416,2.378987,2.381118,-63.411721,-66.354723,91.782327,0.009246,2.107830,-0.167489,-69.166662
4.233410,0.355741,0.103852,0.370590,0.284037,0.004159,-0.004362,0.009461,-0.712038,2.191531,2.201318,-11.010269,-94.939501,95.575807,0.007254,1.826765,-0.281065,-80.805596
4.237569,0.355298,0.105495,0.370630,0.288628,0.004159,-0.002925,0.007303,-0.441519,1.838716,2.000198,76.351045,-159.441854,176.780052,0.004591,1.158055,-0.668711,-80.240971
4.241727,0.356015,0.106818,0.371694,0.291493,0.004159,-0.000796,0.005457,0.052803,1.415777,1.837187,200.602981,-231.621232,306.414672,0.002864,0.644751,-0.513304,-63.325735
4.245886,0.357890,0.107927,0.373810,0.292891,0.004159,0.002149,0.004075,0.746111,1.082854,1.798405,350.638136,-266.601544,440.480971,0.001398,0.442522,-0.202229,-31.970166
4.250045,0.360967,0.109254,0.377138,0.293906,0.004159,0.005668,0.003759,1.478352,1.067036,2.025389,461.667865,-185.564191,497.565359,0.001015,0.532192,0.089669,10.797995
4.254203,0.365269,0.110910,0.381737,0.294793,0.004159,0.009254,0.004092,2.109071,1.369395,2.492290,494.466913,-11.153415,494.592688,0.000887,0.865817,0.333625,58.427045
4.258362,0.370592,0.113232,0.387505,0.296536,0.004159,0.012702,0.005306,2.538508,1.916832,3.111013,431.014294,200.545041,475.385775,0.001743,1.390624,0.524807,103.114848
